"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"04/11/2018","04/08/2018","Actual","ALB",37,20,30,18
"04/11/2018","04/08/2018","Actual","ART",35,28,29,24
"04/11/2018","04/08/2018","Actual","BGM",28,20,26,18
"04/11/2018","04/08/2018","Actual","BUF",33,26,28,24
"04/11/2018","04/08/2018","Actual","ELM",35,21,30,19
"04/11/2018","04/08/2018","Actual","ELZ",27,18,24,17
"04/11/2018","04/08/2018","Actual","FOK",45,30,34,26
"04/11/2018","04/08/2018","Actual","FRG",43,31,33,26
"04/11/2018","04/08/2018","Actual","GFL",35,17,30,17
"04/11/2018","04/08/2018","Actual","HPN",41,28,32,23
"04/11/2018","04/08/2018","Actual","IAG",35,28,29,25
"04/11/2018","04/08/2018","Actual","ISP",44,32,34,27
"04/11/2018","04/08/2018","Actual","ITH",31,15,29,14
"04/11/2018","04/08/2018","Actual","JFK",46,32,35,26
"04/11/2018","04/08/2018","Actual","LGA",44,33,33,27
"04/11/2018","04/08/2018","Actual","MSS",34,24,29,21
"04/11/2018","04/08/2018","Actual","MSV",33,19,28,18
"04/11/2018","04/08/2018","Actual","NYC",44,32,34,26
"04/11/2018","04/08/2018","Actual","PLB",33,23,29,21
"04/11/2018","04/08/2018","Actual","POU",40,26,31,23
"04/11/2018","04/08/2018","Actual","ROC",33,25,28,23
"04/11/2018","04/08/2018","Actual","SLK",27,7,23,7
"04/11/2018","04/08/2018","Actual","SWF",39,25,32,23
"04/11/2018","04/08/2018","Actual","SYR",33,24,28,22
"04/11/2018","04/08/2018","Actual","UCA",32,20,28,19
"04/11/2018","04/09/2018","Actual","ALB",43,24,33,21
"04/11/2018","04/09/2018","Actual","ART",36,18,30,17
"04/11/2018","04/09/2018","Actual","BGM",38,18,30,17
"04/11/2018","04/09/2018","Actual","BUF",39,24,32,22
"04/11/2018","04/09/2018","Actual","ELM",42,19,34,18
"04/11/2018","04/09/2018","Actual","ELZ",36,18,29,17
"04/11/2018","04/09/2018","Actual","FOK",42,22,34,19
"04/11/2018","04/09/2018","Actual","FRG",43,29,35,24
"04/11/2018","04/09/2018","Actual","GFL",42,22,33,18
"04/11/2018","04/09/2018","Actual","HPN",45,28,34,23
"04/11/2018","04/09/2018","Actual","IAG",40,24,33,21
"04/11/2018","04/09/2018","Actual","ISP",43,28,36,24
"04/11/2018","04/09/2018","Actual","ITH",40,17,31,16
"04/11/2018","04/09/2018","Actual","JFK",45,31,38,26
"04/11/2018","04/09/2018","Actual","LGA",48,33,37,28
"04/11/2018","04/09/2018","Actual","MSS",38,23,30,20
"04/11/2018","04/09/2018","Actual","MSV",41,21,32,19
"04/11/2018","04/09/2018","Actual","NYC",48,32,36,26
"04/11/2018","04/09/2018","Actual","PLB",37,19,29,16
"04/11/2018","04/09/2018","Actual","POU",46,26,35,22
"04/11/2018","04/09/2018","Actual","ROC",40,22,33,21
"04/11/2018","04/09/2018","Actual","SLK",32,9,26,8
"04/11/2018","04/09/2018","Actual","SWF",45,25,35,22
"04/11/2018","04/09/2018","Actual","SYR",38,20,31,19
"04/11/2018","04/09/2018","Actual","UCA",39,19,31,18
"04/11/2018","04/10/2018","Actual","ALB",45,31,35,26
"04/11/2018","04/10/2018","Actual","ART",41,22,36,21
"04/11/2018","04/10/2018","Actual","BGM",36,25,30,24
"04/11/2018","04/10/2018","Actual","BUF",39,29,34,28
"04/11/2018","04/10/2018","Actual","ELM",41,29,34,26
"04/11/2018","04/10/2018","Actual","ELZ",35,25,30,24
"04/11/2018","04/10/2018","Actual","FOK",45,26,41,25
"04/11/2018","04/10/2018","Actual","FRG",48,37,39,35
"04/11/2018","04/10/2018","Actual","GFL",42,24,36,23
"04/11/2018","04/10/2018","Actual","HPN",48,35,38,32
"04/11/2018","04/10/2018","Actual","IAG",41,29,35,27
"04/11/2018","04/10/2018","Actual","ISP",48,34,40,32
"04/11/2018","04/10/2018","Actual","ITH",37,24,32,23
"04/11/2018","04/10/2018","Actual","JFK",50,37,40,34
"04/11/2018","04/10/2018","Actual","LGA",50,40,39,34
"04/11/2018","04/10/2018","Actual","MSS",41,23,36,21
"04/11/2018","04/10/2018","Actual","MSV",40,29,33,26
"04/11/2018","04/10/2018","Actual","NYC",50,39,39,34
"04/11/2018","04/10/2018","Actual","PLB",40,22,35,20
"04/11/2018","04/10/2018","Actual","POU",46,31,38,28
"04/11/2018","04/10/2018","Actual","ROC",42,30,34,27
"04/11/2018","04/10/2018","Actual","SLK",34,16,30,15
"04/11/2018","04/10/2018","Actual","SWF",48,34,39,31
"04/11/2018","04/10/2018","Actual","SYR",39,29,35,26
"04/11/2018","04/10/2018","Actual","UCA",39,29,35,27
"04/11/2018","04/11/2018","Forecast","ALB",47,25,39,23
"04/11/2018","04/11/2018","Forecast","ART",44,29,37,25
"04/11/2018","04/11/2018","Forecast","BGM",42,24,35,23
"04/11/2018","04/11/2018","Forecast","BUF",42,29,38,27
"04/11/2018","04/11/2018","Forecast","ELM",48,26,39,24
"04/11/2018","04/11/2018","Forecast","ELZ",42,25,36,25
"04/11/2018","04/11/2018","Forecast","FOK",46,20,38,19
"04/11/2018","04/11/2018","Forecast","FRG",48,33,39,30
"04/11/2018","04/11/2018","Forecast","GFL",46,20,38,19
"04/11/2018","04/11/2018","Forecast","HPN",49,30,39,26
"04/11/2018","04/11/2018","Forecast","IAG",44,30,39,28
"04/11/2018","04/11/2018","Forecast","ISP",48,29,39,28
"04/11/2018","04/11/2018","Forecast","ITH",44,23,37,22
