"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"12/30/2018","12/27/2018","Actual","ALB",35,25,32,22
"12/30/2018","12/27/2018","Actual","ART",38,4,33,4
"12/30/2018","12/27/2018","Actual","BGM",35,20,32,19
"12/30/2018","12/27/2018","Actual","BUF",44,23,39,21
"12/30/2018","12/27/2018","Actual","ELM",43,30,37,27
"12/30/2018","12/27/2018","Actual","ELZ",38,26,35,26
"12/30/2018","12/27/2018","Actual","FOK",42,23,36,22
"12/30/2018","12/27/2018","Actual","FRG",43,34,37,31
"12/30/2018","12/27/2018","Actual","GFL",32,21,29,19
"12/30/2018","12/27/2018","Actual","HPN",41,29,33,27
"12/30/2018","12/27/2018","Actual","IAG",41,23,38,21
"12/30/2018","12/27/2018","Actual","ISP",42,31,37,29
"12/30/2018","12/27/2018","Actual","ITH",37,22,34,21
"12/30/2018","12/27/2018","Actual","JFK",42,37,39,33
"12/30/2018","12/27/2018","Actual","LGA",43,39,37,33
"12/30/2018","12/27/2018","Actual","MSS",19,-4,18,-4
"12/30/2018","12/27/2018","Actual","MSV",37,25,32,23
"12/30/2018","12/27/2018","Actual","NYC",43,38,38,33
"12/30/2018","12/27/2018","Actual","PLB",17,6,16,5
"12/30/2018","12/27/2018","Actual","POU",38,29,33,27
"12/30/2018","12/27/2018","Actual","ROC",44,24,39,22
"12/30/2018","12/27/2018","Actual","SLK",24,-2,20,-2
"12/30/2018","12/27/2018","Actual","SWF",37,28,33,27
"12/30/2018","12/27/2018","Actual","SYR",39,15,34,14
"12/30/2018","12/27/2018","Actual","UCA",30,11,29,11
"12/30/2018","12/28/2018","Actual","ALB",50,35,48,29
"12/30/2018","12/28/2018","Actual","ART",53,38,51,33
"12/30/2018","12/28/2018","Actual","BGM",49,34,48,32
"12/30/2018","12/28/2018","Actual","BUF",54,39,52,37
"12/30/2018","12/28/2018","Actual","ELM",52,36,49,35
"12/30/2018","12/28/2018","Actual","ELZ",50,37,49,35
"12/30/2018","12/28/2018","Actual","FOK",56,42,55,38
"12/30/2018","12/28/2018","Actual","FRG",54,41,54,38
"12/30/2018","12/28/2018","Actual","GFL",37,24,37,21
"12/30/2018","12/28/2018","Actual","HPN",57,37,56,34
"12/30/2018","12/28/2018","Actual","IAG",53,40,51,37
"12/30/2018","12/28/2018","Actual","ISP",55,41,55,38
"12/30/2018","12/28/2018","Actual","ITH",50,36,49,34
"12/30/2018","12/28/2018","Actual","JFK",54,43,54,40
"12/30/2018","12/28/2018","Actual","LGA",58,43,57,39
"12/30/2018","12/28/2018","Actual","MSS",48,20,48,19
"12/30/2018","12/28/2018","Actual","MSV",45,31,45,29
"12/30/2018","12/28/2018","Actual","NYC",59,43,58,39
"12/30/2018","12/28/2018","Actual","PLB",37,18,37,17
"12/30/2018","12/28/2018","Actual","POU",53,37,52,32
"12/30/2018","12/28/2018","Actual","ROC",56,44,53,40
"12/30/2018","12/28/2018","Actual","SLK",44,19,44,18
"12/30/2018","12/28/2018","Actual","SWF",54,36,54,33
"12/30/2018","12/28/2018","Actual","SYR",52,39,50,34
"12/30/2018","12/28/2018","Actual","UCA",45,28,45,25
"12/30/2018","12/29/2018","Actual","ALB",50,28,48,24
