"Time Stamp","Time Zone","Name","PTID","Energy Bid Load","Bilateral Load","Price Cap Load","Virtual Load","Virtual Supply"
"02/18/2018 00:00:00","EST","CAPITL",61757,760,192,0,122,-33
"02/18/2018 00:00:00","EST","CENTRL",61754,1020,1453,0,0,-1155
"02/18/2018 00:00:00","EST","DUNWOD",61760,139,203,200,15,-201
"02/18/2018 00:00:00","EST","GENESE",61753,655,177,0,0,-75
"02/18/2018 00:00:00","EST","HUD VL",61758,510,111,167,15,-23
"02/18/2018 00:00:00","EST","LONGIL",61762,474,1417,0,135,-242
"02/18/2018 00:00:00","EST","MHK VL",61756,465,160,0,11,-71
"02/18/2018 00:00:00","EST","MILLWD",61759,171,68,41,0,-23
"02/18/2018 00:00:00","EST","N.Y.C.",61761,1441,1839,923,275,-13
"02/18/2018 00:00:00","EST","NORTH",61755,141,382,0,0,-147
"02/18/2018 00:00:00","EST","WEST",61752,871,558,0,79,-49
"02/18/2018 01:00:00","EST","CAPITL",61757,729,190,0,195,-22
"02/18/2018 01:00:00","EST","CENTRL",61754,990,1452,0,0,-1232
"02/18/2018 01:00:00","EST","DUNWOD",61760,131,196,183,52,-192
"02/18/2018 01:00:00","EST","GENESE",61753,631,173,0,0,-102
"02/18/2018 01:00:00","EST","HUD VL",61758,497,110,159,33,-14
"02/18/2018 01:00:00","EST","LONGIL",61762,394,1415,0,141,-193
"02/18/2018 01:00:00","EST","MHK VL",61756,452,158,0,11,-86
"02/18/2018 01:00:00","EST","MILLWD",61759,175,67,38,2,-14
"02/18/2018 01:00:00","EST","N.Y.C.",61761,1348,1830,796,322,-23
"02/18/2018 01:00:00","EST","NORTH",61755,137,381,0,0,-245
"02/18/2018 01:00:00","EST","WEST",61752,846,552,0,82,-66
"02/18/2018 02:00:00","EST","CAPITL",61757,720,187,0,185,-19
"02/18/2018 02:00:00","EST","CENTRL",61754,962,1449,0,0,-1203
"02/18/2018 02:00:00","EST","DUNWOD",61760,125,186,169,70,-189
"02/18/2018 02:00:00","EST","GENESE",61753,617,171,0,0,-128
"02/18/2018 02:00:00","EST","HUD VL",61758,487,107,154,53,-11
"02/18/2018 02:00:00","EST","LONGIL",61762,340,1416,0,143,-143
"02/18/2018 02:00:00","EST","MHK VL",61756,441,152,0,11,-112
"02/18/2018 02:00:00","EST","MILLWD",61759,166,63,35,12,-11
"02/18/2018 02:00:00","EST","N.Y.C.",61761,1293,1843,642,322,-18
"02/18/2018 02:00:00","EST","NORTH",61755,133,376,0,0,-215
"02/18/2018 02:00:00","EST","WEST",61752,819,547,0,80,-73
"02/18/2018 03:00:00","EST","CAPITL",61757,719,188,0,122,-8
"02/18/2018 03:00:00","EST","CENTRL",61754,952,1446,0,0,-1148
"02/18/2018 03:00:00","EST","DUNWOD",61760,125,180,171,47,-185
"02/18/2018 03:00:00","EST","GENESE",61753,611,172,0,0,-73
"02/18/2018 03:00:00","EST","HUD VL",61758,483,108,152,30,-7
"02/18/2018 03:00:00","EST","LONGIL",61762,319,1417,0,150,-128
"02/18/2018 03:00:00","EST","MHK VL",61756,446,154,0,11,-90
"02/18/2018 03:00:00","EST","MILLWD",61759,160,63,36,2,-7
"02/18/2018 03:00:00","EST","N.Y.C.",61761,1271,1834,642,322,-23
"02/18/2018 03:00:00","EST","NORTH",61755,131,381,0,0,-215
"02/18/2018 03:00:00","EST","WEST",61752,813,548,0,81,-56
"02/18/2018 04:00:00","EST","CAPITL",61757,734,187,0,111,-77
