"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"08/11/2018","08/08/2018","Actual","ALB",84,71,74,70
"08/11/2018","08/08/2018","Actual","ART",80,65,74,64
"08/11/2018","08/08/2018","Actual","BGM",76,67,72,67
"08/11/2018","08/08/2018","Actual","BUF",78,68,73,67
"08/11/2018","08/08/2018","Actual","ELM",81,70,75,69
"08/11/2018","08/08/2018","Actual","ELZ",79,67,72,67
"08/11/2018","08/08/2018","Actual","FOK",85,73,77,72
"08/11/2018","08/08/2018","Actual","FRG",86,74,77,73
"08/11/2018","08/08/2018","Actual","GFL",83,72,75,71
"08/11/2018","08/08/2018","Actual","HPN",88,71,77,70
"08/11/2018","08/08/2018","Actual","IAG",78,68,73,67
"08/11/2018","08/08/2018","Actual","ISP",85,73,78,72
"08/11/2018","08/08/2018","Actual","ITH",81,67,75,66
"08/11/2018","08/08/2018","Actual","JFK",84,74,79,73
"08/11/2018","08/08/2018","Actual","LGA",91,77,77,73
"08/11/2018","08/08/2018","Actual","MSS",81,67,76,67
"08/11/2018","08/08/2018","Actual","MSV",82,66,74,65
"08/11/2018","08/08/2018","Actual","NYC",89,76,77,71
"08/11/2018","08/08/2018","Actual","PLB",83,65,74,64
"08/11/2018","08/08/2018","Actual","POU",87,70,75,69
"08/11/2018","08/08/2018","Actual","ROC",81,70,75,68
"08/11/2018","08/08/2018","Actual","SLK",79,56,71,56
"08/11/2018","08/08/2018","Actual","SWF",88,70,77,70
"08/11/2018","08/08/2018","Actual","SYR",80,65,75,65
"08/11/2018","08/08/2018","Actual","UCA",80,64,75,64
"08/11/2018","08/09/2018","Actual","ALB",85,71,72,65
"08/11/2018","08/09/2018","Actual","ART",77,64,71,64
"08/11/2018","08/09/2018","Actual","BGM",77,65,67,63
"08/11/2018","08/09/2018","Actual","BUF",79,65,71,64
"08/11/2018","08/09/2018","Actual","ELM",82,65,70,64
"08/11/2018","08/09/2018","Actual","ELZ",80,66,68,63
"08/11/2018","08/09/2018","Actual","FOK",89,69,76,66
"08/11/2018","08/09/2018","Actual","FRG",88,73,76,66
"08/11/2018","08/09/2018","Actual","GFL",86,70,73,64
"08/11/2018","08/09/2018","Actual","HPN",86,71,75,65
"08/11/2018","08/09/2018","Actual","IAG",81,64,72,62
"08/11/2018","08/09/2018","Actual","ISP",89,73,78,68
"08/11/2018","08/09/2018","Actual","ITH",79,63,69,62
"08/11/2018","08/09/2018","Actual","JFK",89,73,77,67
"08/11/2018","08/09/2018","Actual","LGA",89,75,75,67
"08/11/2018","08/09/2018","Actual","MSS",82,69,71,67
"08/11/2018","08/09/2018","Actual","MSV",82,65,70,62
"08/11/2018","08/09/2018","Actual","NYC",86,74,74,66
"08/11/2018","08/09/2018","Actual","PLB",85,68,70,64
"08/11/2018","08/09/2018","Actual","POU",85,68,72,65
"08/11/2018","08/09/2018","Actual","ROC",84,69,70,66
"08/11/2018","08/09/2018","Actual","SLK",77,63,67,63
"08/11/2018","08/09/2018","Actual","SWF",86,70,75,66
"08/11/2018","08/09/2018","Actual","SYR",80,67,70,67
"08/11/2018","08/09/2018","Actual","UCA",78,66,70,64
"08/11/2018","08/10/2018","Actual","ALB",81,64,70,61
"08/11/2018","08/10/2018","Actual","ART",79,55,68,54
"08/11/2018","08/10/2018","Actual","BGM",76,62,68,61
"08/11/2018","08/10/2018","Actual","BUF",78,66,70,59
"08/11/2018","08/10/2018","Actual","ELM",81,61,70,60
"08/11/2018","08/10/2018","Actual","ELZ",80,65,68,62
"08/11/2018","08/10/2018","Actual","FOK",89,62,72,60
"08/11/2018","08/10/2018","Actual","FRG",86,69,73,64
"08/11/2018","08/10/2018","Actual","GFL",77,62,66,59
"08/11/2018","08/10/2018","Actual","HPN",86,66,71,63
"08/11/2018","08/10/2018","Actual","IAG",78,62,69,57
"08/11/2018","08/10/2018","Actual","ISP",87,67,74,65
"08/11/2018","08/10/2018","Actual","ITH",78,60,71,60
"08/11/2018","08/10/2018","Actual","JFK",85,71,75,66
"08/11/2018","08/10/2018","Actual","LGA",90,76,71,66
"08/11/2018","08/10/2018","Actual","MSS",79,56,69,55
"08/11/2018","08/10/2018","Actual","MSV",81,59,70,58
"08/11/2018","08/10/2018","Actual","NYC",86,72,72,65
"08/11/2018","08/10/2018","Actual","PLB",77,61,66,57
"08/11/2018","08/10/2018","Actual","POU",83,63,72,62
"08/11/2018","08/10/2018","Actual","ROC",77,63,69,59
"08/11/2018","08/10/2018","Actual","SLK",73,48,62,48
