year,local_day,local_hour_end,tot_wind_mwh,_FREQ_
2019,31-Jan-19,11,711.746,53
2019,31-Jan-19,12,818.802,52
2019,31-Jan-19,13,858.044,52
2019,31-Jan-19,14,882.662,52
2019,31-Jan-19,15,927.212,53
2019,31-Jan-19,16,937.99,53
2019,31-Jan-19,17,890.381,57
2019,31-Jan-19,18,849.373,56
2019,31-Jan-19,19,828.754,56
2019,31-Jan-19,20,820.253,58
2019,31-Jan-19,21,809.579,58
2019,31-Jan-19,22,800.715,58
2019,31-Jan-19,23,782.636,57
2019,31-Jan-19,24,840.742,58
2019,1-Feb-19,1,793.344,58
2019,1-Feb-19,2,798.584,59
2019,1-Feb-19,3,915.889,57
2019,1-Feb-19,4,878.838,56
2019,1-Feb-19,5,897.574,54
2019,1-Feb-19,6,893.317,53
2019,1-Feb-19,7,873.788,53
2019,1-Feb-19,8,883.98,57
2019,1-Feb-19,9,821.886,58
2019,1-Feb-19,10,837.996,56
2019,1-Feb-19,11,844.679,53
2019,1-Feb-19,12,816.05,55
2019,1-Feb-19,13,816.079,55
2019,1-Feb-19,14,816.303,60
2019,1-Feb-19,15,800.725,56
2019,1-Feb-19,16,771.863,56
2019,1-Feb-19,17,762.254,55
2019,1-Feb-19,18,799.219,54
2019,1-Feb-19,19,854.358,51
2019,1-Feb-19,20,880.272,53
2019,1-Feb-19,21,896.587,54
2019,1-Feb-19,22,887.761,56
2019,1-Feb-19,23,787.978,55
2019,1-Feb-19,24,834.308,55
2019,2-Feb-19,1,770.503,52
2019,2-Feb-19,2,733.842,52
2019,2-Feb-19,3,720.816,52
2019,2-Feb-19,4,684.78,51
2019,2-Feb-19,5,701.888,53
2019,2-Feb-19,6,647.399,54
2019,2-Feb-19,7,566.276,53
2019,2-Feb-19,8,493.816,54
2019,2-Feb-19,9,475.933,53
2019,2-Feb-19,10,375.264,52
2019,2-Feb-19,11,336.894,51
2019,2-Feb-19,12,379.371,56
2019,2-Feb-19,13,462.335,55
2019,2-Feb-19,14,470.506,58
2019,2-Feb-19,15,565.31,59
2019,2-Feb-19,16,613.39,58
2019,2-Feb-19,17,702.257,58
2019,2-Feb-19,18,780.456,56
2019,2-Feb-19,19,823.231,56
2019,2-Feb-19,20,849.155,55
2019,2-Feb-19,21,885.452,56
2019,2-Feb-19,22,844.892,56
2019,2-Feb-19,23,767.858,54
2019,2-Feb-19,24,675.64,53
2019,3-Feb-19,1,507.308,51
2019,3-Feb-19,2,407.181,52
2019,3-Feb-19,3,369.984,47
2019,3-Feb-19,4,357.247,44
2019,3-Feb-19,5,340.319,42
2019,3-Feb-19,6,344.963,39
2019,3-Feb-19,7,424.11,39
2019,3-Feb-19,8,406.676,39
2019,3-Feb-19,9,301.784,36
2019,3-Feb-19,10,173.21,26
2019,3-Feb-19,11,72.535,28
2019,3-Feb-19,12,27.995,28
2019,3-Feb-19,13,23.775,28
2019,3-Feb-19,14,24.468,35
2019,3-Feb-19,15,62.651,43
2019,3-Feb-19,16,89.083,42
2019,3-Feb-19,17,99.269,43
2019,3-Feb-19,18,89.894,41
2019,3-Feb-19,19,115.047,41
2019,3-Feb-19,20,143.226,51
2019,3-Feb-19,21,173.869,51
2019,3-Feb-19,22,210.229,50
2019,3-Feb-19,23,250.271,50
2019,3-Feb-19,24,298.166,50
2019,4-Feb-19,1,313.504,52
2019,4-Feb-19,2,322.08,52
2019,4-Feb-19,3,360.814,52
2019,4-Feb-19,4,365.488,53
2019,4-Feb-19,5,404.312,50
2019,4-Feb-19,6,424.935,51
2019,4-Feb-19,7,515.902,50
2019,4-Feb-19,8,621.774,56
2019,4-Feb-19,9,662.859,55
2019,4-Feb-19,10,537.644,52
2019,4-Feb-19,11,369.767,56
2019,4-Feb-19,12,261.864,55
2019,4-Feb-19,13,224.983,57
2019,4-Feb-19,14,210.329,56
2019,4-Feb-19,15,183.072,55
2019,4-Feb-19,16,159.989,54
2019,4-Feb-19,17,169.53,49
2019,4-Feb-19,18,169.907,51
2019,4-Feb-19,19,154.308,52
2019,4-Feb-19,20,172.259,54
2019,4-Feb-19,21,209.595,52
2019,4-Feb-19,22,272.321,56
2019,4-Feb-19,23,287.897,56
2019,4-Feb-19,24,363.727,56
2019,5-Feb-19,1,443.703,58
2019,5-Feb-19,2,504.901,58
2019,5-Feb-19,3,540.375,59
2019,5-Feb-19,4,561.059,58
2019,5-Feb-19,5,540.721,58
2019,5-Feb-19,6,582.666,56
2019,5-Feb-19,7,616.943,55
2019,5-Feb-19,8,659.717,57
2019,5-Feb-19,9,663.172,57
2019,5-Feb-19,10,653.449,58
2019,5-Feb-19,11,640.807,58
2019,5-Feb-19,12,508.548,59
2019,5-Feb-19,13,451.131,62
2019,5-Feb-19,14,473.533,63
2019,5-Feb-19,15,493.034,60
2019,5-Feb-19,16,624.296,61
2019,5-Feb-19,17,721.213,62
2019,5-Feb-19,18,923.599,62
2019,5-Feb-19,19,960.291,62
2019,5-Feb-19,20,977.198,61
2019,5-Feb-19,21,969.206,62
2019,5-Feb-19,22,933.949,61
2019,5-Feb-19,23,827.648,60
2019,5-Feb-19,24,644.908,58
2019,6-Feb-19,1,666.352,59
2019,6-Feb-19,2,643.407,59
2019,6-Feb-19,3,553.634,55
2019,6-Feb-19,4,512.827,57
2019,6-Feb-19,5,504.811,54
2019,6-Feb-19,6,501.413,54
2019,6-Feb-19,7,454.721,50
2019,6-Feb-19,8,350.165,49
2019,6-Feb-19,9,293.133,48
2019,6-Feb-19,10,207.7,53
2019,6-Feb-19,11,143.407,53
2019,6-Feb-19,12,70.04,55
2019,6-Feb-19,13,40.78,49
2019,6-Feb-19,14,37.961,46
2019,6-Feb-19,15,57.511,43
2019,6-Feb-19,16,88.879,45
2019,6-Feb-19,17,123.814,43
2019,6-Feb-19,18,158.812,46
2019,6-Feb-19,19,172.238,50
2019,6-Feb-19,20,156.177,50
2019,6-Feb-19,21,132.433,48
2019,6-Feb-19,22,126.098,45
2019,6-Feb-19,23,140.579,44
2019,6-Feb-19,24,157.749,36
2019,7-Feb-19,1,153.561,35
2019,7-Feb-19,2,106.801,29
2019,7-Feb-19,3,98.094,29
2019,7-Feb-19,4,108.222,33
2019,7-Feb-19,5,96.308,33
2019,7-Feb-19,6,87.534,31
2019,7-Feb-19,7,83.38,28
2019,7-Feb-19,8,78.904,32
2019,7-Feb-19,9,81.423,33
2019,7-Feb-19,10,68.153,40
2019,7-Feb-19,11,51.949,37
2019,7-Feb-19,12,52.059,37
2019,7-Feb-19,13,60.804,39
2019,7-Feb-19,14,82.385,42
2019,7-Feb-19,15,96.04,47
2019,7-Feb-19,16,110.378,50
2019,7-Feb-19,17,132.44,51
2019,7-Feb-19,18,122.69,49
2019,7-Feb-19,19,128.507,47
2019,7-Feb-19,20,135.109,50
2019,7-Feb-19,21,128.527,51
2019,7-Feb-19,22,138.135,52
2019,7-Feb-19,23,143.417,53
2019,7-Feb-19,24,119.362,50
2019,8-Feb-19,1,104.374,43
2019,8-Feb-19,2,103.231,35
2019,8-Feb-19,3,99.584,30
2019,8-Feb-19,4,92.062,36
2019,8-Feb-19,5,91.237,45
2019,8-Feb-19,6,109.152,41
2019,8-Feb-19,7,157.619,38
2019,8-Feb-19,8,189.848,38
2019,8-Feb-19,9,223.681,53
2019,8-Feb-19,10,350.981,57
2019,8-Feb-19,11,481.057,58
2019,8-Feb-19,12,556.882,60
2019,8-Feb-19,13,679.122,63
2019,8-Feb-19,14,723.216,62
2019,8-Feb-19,15,733.872,65
2019,8-Feb-19,16,740.046,64
2019,8-Feb-19,17,877.237,64
2019,8-Feb-19,18,987.122,62
2019,8-Feb-19,19,1038.603,64
2019,8-Feb-19,20,940.346,63
2019,8-Feb-19,21,898.047,61
2019,8-Feb-19,22,838.35,60
2019,8-Feb-19,23,791.856,60
2019,8-Feb-19,24,812.179,61
2019,9-Feb-19,1,791.114,60
2019,9-Feb-19,2,720.857,59
2019,9-Feb-19,3,730.739,58
2019,9-Feb-19,4,728.036,57
2019,9-Feb-19,5,710.857,57
2019,9-Feb-19,6,721.691,61
2019,9-Feb-19,7,698.601,60
2019,9-Feb-19,8,779.502,61
2019,9-Feb-19,9,813.839,63
2019,9-Feb-19,10,826.191,64
2019,9-Feb-19,11,853.143,66
2019,9-Feb-19,12,881.392,67
2019,9-Feb-19,13,883.644,67
2019,9-Feb-19,14,885.996,67
2019,9-Feb-19,15,914.334,67
2019,9-Feb-19,16,883.847,65
2019,9-Feb-19,17,869.961,65
2019,9-Feb-19,18,858.268,62
2019,9-Feb-19,19,847.533,63
2019,9-Feb-19,20,790.794,60
2019,9-Feb-19,21,828.018,62
2019,9-Feb-19,22,870.415,61
2019,9-Feb-19,23,888.3,62
2019,9-Feb-19,24,879.815,62
2019,10-Feb-19,1,880.698,61
2019,10-Feb-19,2,855.17,59
2019,10-Feb-19,3,832.811,60
2019,10-Feb-19,4,826.007,60
2019,10-Feb-19,5,829.169,61
2019,10-Feb-19,6,821.366,62
2019,10-Feb-19,7,790.193,62
2019,10-Feb-19,8,802.2,63
2019,10-Feb-19,9,799.838,62
2019,10-Feb-19,10,817.49,64
2019,10-Feb-19,11,854.914,63
2019,10-Feb-19,12,864.376,63
2019,10-Feb-19,13,878.998,62
2019,10-Feb-19,14,870.303,62
2019,10-Feb-19,15,882.87,64
2019,10-Feb-19,16,894.685,63
2019,10-Feb-19,17,845.137,62
2019,10-Feb-19,18,798.849,59
2019,10-Feb-19,19,798.899,57
2019,10-Feb-19,20,821.412,58
2019,10-Feb-19,21,824.454,57
2019,10-Feb-19,22,762.213,56
2019,10-Feb-19,23,711.244,55
2019,10-Feb-19,24,719.409,55
2019,11-Feb-19,1,739.586,55
2019,11-Feb-19,2,705.069,52
2019,11-Feb-19,3,683.502,52
2019,11-Feb-19,4,693.069,53
2019,11-Feb-19,5,720.093,49
2019,11-Feb-19,6,711.928,46
2019,11-Feb-19,7,700.053,49
2019,11-Feb-19,8,684.185,52
2019,11-Feb-19,9,635.735,53
2019,11-Feb-19,10,625.536,53
2019,11-Feb-19,11,653.787,49
2019,11-Feb-19,12,654.321,52
2019,11-Feb-19,13,709.75,56
2019,11-Feb-19,14,724.443,57
2019,11-Feb-19,15,737.121,52
2019,11-Feb-19,16,735.365,53
2019,11-Feb-19,17,735.827,49
2019,11-Feb-19,18,758.861,46
2019,11-Feb-19,19,786.629,48
2019,11-Feb-19,20,835.201,51
2019,11-Feb-19,21,838.721,54
2019,11-Feb-19,22,819.758,57
2019,11-Feb-19,23,788.299,58
2019,11-Feb-19,24,713.875,57
2019,12-Feb-19,1,661.937,57
2019,12-Feb-19,2,586.14,56
2019,12-Feb-19,3,537.023,55
2019,12-Feb-19,4,492.657,55
2019,12-Feb-19,5,511.89,55
2019,12-Feb-19,6,522.332,57
2019,12-Feb-19,7,509.802,56
2019,12-Feb-19,8,488.341,58
2019,12-Feb-19,9,373.286,58
2019,12-Feb-19,10,275.795,58
2019,12-Feb-19,11,250.707,58
2019,12-Feb-19,12,236.982,58
2019,12-Feb-19,13,260.167,56
2019,12-Feb-19,14,307.134,52
2019,12-Feb-19,15,352.32,57
2019,12-Feb-19,16,372.49,60
2019,12-Feb-19,17,448.238,60
2019,12-Feb-19,18,537.657,59
2019,12-Feb-19,19,572.617,59
2019,12-Feb-19,20,591.849,58
2019,12-Feb-19,21,634.398,58
2019,12-Feb-19,22,699.501,53
2019,12-Feb-19,23,749.267,52
2019,12-Feb-19,24,762.933,52
2019,13-Feb-19,1,856.539,54
2019,13-Feb-19,2,885.399,56
2019,13-Feb-19,3,884.301,53
2019,13-Feb-19,4,918.844,52
2019,13-Feb-19,5,936.274,50
2019,13-Feb-19,6,940.843,50
2019,13-Feb-19,7,883.225,49
2019,13-Feb-19,8,856.988,50
2019,13-Feb-19,9,840.25,53
2019,13-Feb-19,10,761.528,53
2019,13-Feb-19,11,604.474,52
2019,13-Feb-19,12,493.92,56
2019,13-Feb-19,13,366.722,55
2019,13-Feb-19,14,266.91,54
2019,13-Feb-19,15,216.688,59
2019,13-Feb-19,16,225.567,57
2019,13-Feb-19,17,220.535,53
2019,13-Feb-19,18,251.497,52
2019,13-Feb-19,19,247.056,50
2019,13-Feb-19,20,291.124,53
2019,13-Feb-19,21,297.571,53
2019,13-Feb-19,22,355.201,53
2019,13-Feb-19,23,353.649,53
2019,13-Feb-19,24,326.13,54
2019,14-Feb-19,1,350.884,55
2019,14-Feb-19,2,429.479,55
2019,14-Feb-19,3,494.567,56
2019,14-Feb-19,4,512.008,58
2019,14-Feb-19,5,523.14,59
2019,14-Feb-19,6,564.909,60
2019,14-Feb-19,7,586.362,58
2019,14-Feb-19,8,636.719,59
2019,14-Feb-19,9,654.264,62
2019,14-Feb-19,10,683.408,62
2019,14-Feb-19,11,691.97,61
2019,14-Feb-19,12,739.328,62
2019,14-Feb-19,13,680.494,61
2019,14-Feb-19,14,678.048,58
2019,14-Feb-19,15,662.893,60
2019,14-Feb-19,16,661.656,58
2019,14-Feb-19,17,573.05,59
2019,14-Feb-19,18,489.249,56
2019,14-Feb-19,19,430.504,51
2019,14-Feb-19,20,328.8,51
2019,14-Feb-19,21,300.039,53
2019,14-Feb-19,22,248.777,54
2019,14-Feb-19,23,196.827,50
2019,14-Feb-19,24,175.365,44
2019,15-Feb-19,1,174.346,50
2019,15-Feb-19,2,201.409,53
2019,15-Feb-19,3,245.376,50
2019,15-Feb-19,4,311.034,53
2019,15-Feb-19,5,431.275,59
2019,15-Feb-19,6,613.49,60
2019,15-Feb-19,7,751.931,60
2019,15-Feb-19,8,807.426,62
2019,15-Feb-19,9,857.619,63
2019,15-Feb-19,10,826.569,60
2019,15-Feb-19,11,813.33,60
2019,15-Feb-19,12,820.019,59
2019,15-Feb-19,13,779.469,59
2019,15-Feb-19,14,812.718,60
2019,15-Feb-19,15,785.543,62
2019,15-Feb-19,16,783.845,61
2019,15-Feb-19,17,738.037,63
2019,15-Feb-19,18,683.022,62
2019,15-Feb-19,19,639.778,62
2019,15-Feb-19,20,596.662,64
2019,15-Feb-19,21,635.893,62
2019,15-Feb-19,22,683.428,63
2019,15-Feb-19,23,698.878,63
2019,15-Feb-19,24,651.03,62
2019,16-Feb-19,1,650.855,61
2019,16-Feb-19,2,556.461,62
2019,16-Feb-19,3,555.157,58
2019,16-Feb-19,4,568.346,58
2019,16-Feb-19,5,613.272,57
2019,16-Feb-19,6,608.947,58
2019,16-Feb-19,7,616.399,61
2019,16-Feb-19,8,640.471,60
2019,16-Feb-19,9,625.569,59
2019,16-Feb-19,10,637.921,62
2019,16-Feb-19,11,652.006,62
2019,16-Feb-19,12,640.479,61
2019,16-Feb-19,13,657.209,63
2019,16-Feb-19,14,595.327,64
2019,16-Feb-19,15,679.275,66
2019,16-Feb-19,16,748.945,67
2019,16-Feb-19,17,806.993,63
2019,16-Feb-19,18,916.884,61
2019,16-Feb-19,19,982.965,60
2019,16-Feb-19,20,957.294,60
2019,16-Feb-19,21,931.103,60
2019,16-Feb-19,22,885.125,60
2019,16-Feb-19,23,823.854,60
2019,16-Feb-19,24,767.96,59
2019,17-Feb-19,1,759.386,54
2019,17-Feb-19,2,762.215,57
2019,17-Feb-19,3,774.951,57
2019,17-Feb-19,4,752.789,60
2019,17-Feb-19,5,707.445,59
2019,17-Feb-19,6,736.078,57
2019,17-Feb-19,7,662.084,55
2019,17-Feb-19,8,581.497,59
2019,17-Feb-19,9,533.029,61
2019,17-Feb-19,10,432.897,58
2019,17-Feb-19,11,238.008,48
2019,17-Feb-19,12,169.098,38
2019,17-Feb-19,13,139.779,35
2019,17-Feb-19,14,180.106,48
2019,17-Feb-19,15,167.506,47
2019,17-Feb-19,16,139.958,41
2019,17-Feb-19,17,140.411,41
2019,17-Feb-19,18,169.365,43
2019,17-Feb-19,19,212.212,42
2019,17-Feb-19,20,220.043,42
2019,17-Feb-19,21,181.512,41
2019,17-Feb-19,22,135.013,45
2019,17-Feb-19,23,130.819,26
2019,17-Feb-19,24,129.578,26
2019,18-Feb-19,1,103.331,28
2019,18-Feb-19,2,105.978,32
2019,18-Feb-19,3,113.71,39
2019,18-Feb-19,4,102.197,44
2019,18-Feb-19,5,82.929,41
2019,18-Feb-19,6,88.698,48
2019,18-Feb-19,7,72.887,48
2019,18-Feb-19,8,77.854,45
2019,18-Feb-19,9,76.36,42
2019,18-Feb-19,10,53.845,39
2019,18-Feb-19,11,28.303,39
2019,18-Feb-19,12,22.331,36
2019,18-Feb-19,13,35.108,30
2019,18-Feb-19,14,76.763,43
2019,18-Feb-19,15,149.245,50
2019,18-Feb-19,16,217.889,55
2019,18-Feb-19,17,301.617,56
2019,18-Feb-19,18,506.689,56
2019,18-Feb-19,19,716.06,58
2019,18-Feb-19,20,796.749,58
2019,18-Feb-19,21,849.876,60
2019,18-Feb-19,22,911.979,63
2019,18-Feb-19,23,941.223,63
2019,18-Feb-19,24,948.122,64
2019,19-Feb-19,1,914.958,62
2019,19-Feb-19,2,941.592,62
2019,19-Feb-19,3,959.728,60
2019,19-Feb-19,4,921.852,60
2019,19-Feb-19,5,903.785,62
2019,19-Feb-19,6,874.452,59
2019,19-Feb-19,7,859.265,56
2019,19-Feb-19,8,833.159,56
2019,19-Feb-19,9,816.767,58
2019,19-Feb-19,10,811.884,59
2019,19-Feb-19,11,781.938,60
2019,19-Feb-19,12,802.8,58
2019,19-Feb-19,13,832.712,60
2019,19-Feb-19,14,852.58,59
2019,19-Feb-19,15,872.149,61
2019,19-Feb-19,16,856.773,61
2019,19-Feb-19,17,834.083,60
2019,19-Feb-19,18,837.487,60
2019,19-Feb-19,19,874.237,57
2019,19-Feb-19,20,938.098,59
2019,19-Feb-19,21,979.755,57
2019,19-Feb-19,22,974.601,58
2019,19-Feb-19,23,922.762,56
2019,19-Feb-19,24,924.43,56
2019,20-Feb-19,1,864.392,57
2019,20-Feb-19,2,841.186,55
2019,20-Feb-19,3,813.523,55
2019,20-Feb-19,4,769.454,53
2019,20-Feb-19,5,720.59,52
2019,20-Feb-19,6,641.243,54
2019,20-Feb-19,7,572.142,53
2019,20-Feb-19,8,432.822,50
2019,20-Feb-19,9,262.329,40
2019,20-Feb-19,10,169.276,27
2019,20-Feb-19,11,140.514,24
2019,20-Feb-19,12,130.978,25
2019,20-Feb-19,13,151.028,26
2019,20-Feb-19,14,201.474,28
2019,20-Feb-19,15,199.476,33
2019,20-Feb-19,16,148.987,43
2019,20-Feb-19,17,127.431,42
2019,20-Feb-19,18,130.929,42
2019,20-Feb-19,19,139.379,34
2019,20-Feb-19,20,160.969,38
2019,20-Feb-19,21,208.993,41
2019,20-Feb-19,22,274.029,47
2019,20-Feb-19,23,268.702,47
2019,20-Feb-19,24,324.87,50
2019,21-Feb-19,1,314.656,50
2019,21-Feb-19,2,310.989,54
2019,21-Feb-19,3,335.995,52
2019,21-Feb-19,4,384.683,45
2019,21-Feb-19,5,410.382,40
2019,21-Feb-19,6,425.535,36
2019,21-Feb-19,7,378.96,33
2019,21-Feb-19,8,363.337,38
2019,21-Feb-19,9,318.772,39
2019,21-Feb-19,10,274.697,42
2019,21-Feb-19,11,270.098,46
2019,21-Feb-19,12,307.793,55
2019,21-Feb-19,13,345.042,60
2019,21-Feb-19,14,401.571,59
2019,21-Feb-19,15,484.93,61
2019,21-Feb-19,16,586.075,61
2019,21-Feb-19,17,751.594,60
2019,21-Feb-19,18,814.062,61
2019,21-Feb-19,19,865.983,59
2019,21-Feb-19,20,843.569,59
2019,21-Feb-19,21,821.437,59
2019,21-Feb-19,22,848.323,60
2019,21-Feb-19,23,766.307,57
2019,21-Feb-19,24,750.581,57
2019,22-Feb-19,1,743.947,56
2019,22-Feb-19,2,734.004,57
2019,22-Feb-19,3,670.07,56
2019,22-Feb-19,4,558.848,57
2019,22-Feb-19,5,545.283,53
2019,22-Feb-19,6,514.976,54
2019,22-Feb-19,7,448.003,53
2019,22-Feb-19,8,439.748,54
2019,22-Feb-19,9,441.974,53
2019,22-Feb-19,10,473.488,54
2019,22-Feb-19,11,459.122,55
2019,22-Feb-19,12,419.819,53
2019,22-Feb-19,13,435.521,54
2019,22-Feb-19,14,474.716,56
2019,22-Feb-19,15,504.038,56
2019,22-Feb-19,16,483.896,55
2019,22-Feb-19,17,545.737,50
2019,22-Feb-19,18,581.285,50
2019,22-Feb-19,19,625.21,52
2019,22-Feb-19,20,687.325,50
2019,22-Feb-19,21,643.334,51
2019,22-Feb-19,22,645.355,54
2019,22-Feb-19,23,655.171,52
2019,22-Feb-19,24,621.292,58
2019,23-Feb-19,1,488.738,58
2019,23-Feb-19,2,387.972,51
2019,23-Feb-19,3,311.507,52
2019,23-Feb-19,4,291.297,51
2019,23-Feb-19,5,282.653,52
2019,23-Feb-19,6,321.581,52
2019,23-Feb-19,7,371.548,53
2019,23-Feb-19,8,385.176,49
2019,23-Feb-19,9,296.131,47
2019,23-Feb-19,10,273.605,39
2019,23-Feb-19,11,292.289,28
2019,23-Feb-19,12,322.274,27
2019,23-Feb-19,13,324.346,36
2019,23-Feb-19,14,285.987,39
2019,23-Feb-19,15,227.437,40
2019,23-Feb-19,16,180.22,36
2019,23-Feb-19,17,117.095,32
2019,23-Feb-19,18,74.259,27
2019,23-Feb-19,19,57.698,32
2019,23-Feb-19,20,52.856,35
2019,23-Feb-19,21,65.539,43
2019,23-Feb-19,22,104.233,38
2019,23-Feb-19,23,149.3,44
2019,23-Feb-19,24,166.609,43
2019,24-Feb-19,1,216.411,49
2019,24-Feb-19,2,263.474,53
2019,24-Feb-19,3,320.768,56
2019,24-Feb-19,4,332.943,56
2019,24-Feb-19,5,380.54,55
2019,24-Feb-19,6,476.788,55
2019,24-Feb-19,7,541.59,53
2019,24-Feb-19,8,598.477,54
2019,24-Feb-19,9,669.287,55
2019,24-Feb-19,10,742.488,54
2019,24-Feb-19,11,820.042,58
2019,24-Feb-19,12,871.373,56
2019,24-Feb-19,13,913.978,54
2019,24-Feb-19,14,911.381,52
2019,24-Feb-19,15,842.349,52
2019,24-Feb-19,16,816.634,50
2019,24-Feb-19,17,791.786,50
2019,24-Feb-19,18,769.201,50
2019,24-Feb-19,19,734.29,52
2019,24-Feb-19,20,673.876,51
2019,24-Feb-19,21,614.549,56
2019,24-Feb-19,22,590.228,55
2019,24-Feb-19,23,516.891,54
2019,24-Feb-19,24,582.712,54
2019,25-Feb-19,1,535.174,53
2019,25-Feb-19,2,602.909,55
2019,25-Feb-19,3,645.654,56
2019,25-Feb-19,4,574.256,55
2019,25-Feb-19,5,512.822,55
2019,25-Feb-19,6,538.482,52
2019,25-Feb-19,7,637.171,53
2019,25-Feb-19,8,749.757,55
2019,25-Feb-19,9,789.153,57
2019,25-Feb-19,10,842.003,58
2019,25-Feb-19,11,867.207,56
2019,25-Feb-19,12,866.949,54
2019,25-Feb-19,13,837.321,53
2019,25-Feb-19,14,829.198,54
2019,25-Feb-19,15,782.798,54
2019,25-Feb-19,16,753.805,55
2019,25-Feb-19,17,720.854,51
2019,25-Feb-19,18,690.44,52
2019,25-Feb-19,19,702.062,48
2019,25-Feb-19,20,730.947,51
2019,25-Feb-19,21,706.085,51
2019,25-Feb-19,22,723.076,51
2019,25-Feb-19,23,724.673,50
2019,25-Feb-19,24,760.966,49
2019,26-Feb-19,1,746.905,52
2019,26-Feb-19,2,744.409,51
2019,26-Feb-19,3,760.728,52
2019,26-Feb-19,4,748.746,49
2019,26-Feb-19,5,729.202,50
2019,26-Feb-19,6,721.414,50
2019,26-Feb-19,7,720.913,53
2019,26-Feb-19,8,762.466,55
2019,26-Feb-19,9,768.017,57
2019,26-Feb-19,10,830.08,59
2019,26-Feb-19,11,882.332,60
2019,26-Feb-19,12,916.159,62
2019,26-Feb-19,13,935.242,63
2019,26-Feb-19,14,925.972,62
2019,26-Feb-19,15,938.693,62
2019,26-Feb-19,16,967.327,64
2019,26-Feb-19,17,934.383,60
2019,26-Feb-19,18,957.857,63
2019,26-Feb-19,19,961.019,58
2019,26-Feb-19,20,948.373,58
2019,26-Feb-19,21,923.145,58
2019,26-Feb-19,22,906.697,55
2019,26-Feb-19,23,879.182,52
2019,26-Feb-19,24,902.992,53
2019,27-Feb-19,1,877.314,53
2019,27-Feb-19,2,862.796,51
2019,27-Feb-19,3,848.944,52
2019,27-Feb-19,4,835.429,52
2019,27-Feb-19,5,826.453,50
2019,27-Feb-19,6,817.354,50
2019,27-Feb-19,7,770.169,52
2019,27-Feb-19,8,764.679,51
2019,27-Feb-19,9,762.812,53
2019,27-Feb-19,10,697.43,51
2019,27-Feb-19,11,628.844,48
2019,27-Feb-19,12,596.841,47
2019,27-Feb-19,13,561.279,42
2019,27-Feb-19,14,514.797,38
2019,27-Feb-19,15,495.947,41
2019,27-Feb-19,16,456.855,33
2019,27-Feb-19,17,447.578,28
2019,27-Feb-19,18,382.692,24
2019,27-Feb-19,19,340.383,25
2019,27-Feb-19,20,332.231,28
2019,27-Feb-19,21,297.543,25
2019,27-Feb-19,22,288.992,23
2019,27-Feb-19,23,261.478,23
2019,27-Feb-19,24,202.813,20
2019,28-Feb-19,1,216.253,30
2019,28-Feb-19,2,241.295,35
2019,28-Feb-19,3,238.665,34
2019,28-Feb-19,4,237.83,32
2019,28-Feb-19,5,240.415,36
2019,28-Feb-19,6,300.895,41
2019,28-Feb-19,7,330.244,41
2019,28-Feb-19,8,331.042,45
2019,28-Feb-19,9,276.259,49
2019,28-Feb-19,10,292.181,51
2019,28-Feb-19,11,349.418,52
2019,28-Feb-19,12,449.254,52
2019,28-Feb-19,13,547.332,51
2019,28-Feb-19,14,582.962,54
2019,28-Feb-19,15,587.181,52
2019,28-Feb-19,16,599.889,53
2019,28-Feb-19,17,547.126,53
2019,28-Feb-19,18,504.394,51
2019,28-Feb-19,19,509.278,42
2019,28-Feb-19,20,587.776,37
2019,28-Feb-19,21,591.802,42
2019,28-Feb-19,22,524.392,45
2019,28-Feb-19,23,473.073,45
2019,28-Feb-19,24,452.092,41
2019,1-Mar-19,1,350.521,43
2019,1-Mar-19,2,335.939,45
2019,1-Mar-19,3,282.719,46
2019,1-Mar-19,4,230.611,45
2019,1-Mar-19,5,181.062,44
2019,1-Mar-19,6,151.96,36
2019,1-Mar-19,7,143.248,33
2019,1-Mar-19,8,145.373,29
2019,1-Mar-19,9,111.794,28
2019,1-Mar-19,10,104.616,25
2019,1-Mar-19,11,126.246,29
2019,1-Mar-19,12,167.442,28
2019,1-Mar-19,13,158.68,31
2019,1-Mar-19,14,159.859,34
2019,1-Mar-19,15,141.513,42
2019,1-Mar-19,16,115.961,47
2019,1-Mar-19,17,98.766,42
2019,1-Mar-19,18,103.601,43
2019,1-Mar-19,19,184.371,43
2019,1-Mar-19,20,307.278,36
2019,1-Mar-19,21,363.744,38
2019,1-Mar-19,22,347.25,35
2019,1-Mar-19,23,277.776,39
2019,1-Mar-19,24,218.556,40
2019,2-Mar-19,1,193.558,37
2019,2-Mar-19,2,141.626,35
2019,2-Mar-19,3,104.339,39
2019,2-Mar-19,4,100.546,38
2019,2-Mar-19,5,108.85,50
2019,2-Mar-19,6,147.748,53
2019,2-Mar-19,7,222.283,55
2019,2-Mar-19,8,306.304,58
2019,2-Mar-19,9,305.388,59
2019,2-Mar-19,10,278.806,57
2019,2-Mar-19,11,227.775,58
2019,2-Mar-19,12,167.344,57
2019,2-Mar-19,13,126.046,52
2019,2-Mar-19,14,117.05,51
2019,2-Mar-19,15,115.393,47
2019,2-Mar-19,16,112.013,44
2019,2-Mar-19,17,121.754,43
2019,2-Mar-19,18,112.613,46
2019,2-Mar-19,19,105.081,47
2019,2-Mar-19,20,107.04,46
2019,2-Mar-19,21,109.511,39
2019,2-Mar-19,22,86.239,32
2019,2-Mar-19,23,80.034,25
2019,2-Mar-19,24,68.216,23
2019,3-Mar-19,1,61.482,31
