year,local_day,LOCAL_HOUR_END,tot_solar_mwh,_FREQ_
2019,3-Feb-19,21,,
2019,3-Feb-19,22,,
2019,3-Feb-19,23,,
2019,3-Feb-19,24,,
2019,4-Feb-19,1,,
2019,4-Feb-19,2,,
2019,4-Feb-19,3,,
2019,4-Feb-19,4,,
2019,4-Feb-19,5,,
2019,4-Feb-19,6,,
2019,4-Feb-19,7,1.865,20
2019,4-Feb-19,8,51.117,698
2019,4-Feb-19,9,250.461,806
2019,4-Feb-19,10,499.362,925
2019,4-Feb-19,11,677.372,1004
2019,4-Feb-19,12,777.642,1048
2019,4-Feb-19,13,816.169,1066
2019,4-Feb-19,14,750.272,1045
2019,4-Feb-19,15,586.933,984
2019,4-Feb-19,16,311.823,845
2019,4-Feb-19,17,55.782,725
2019,4-Feb-19,18,1.146,29
2019,4-Feb-19,19,,
2019,4-Feb-19,20,,
2019,4-Feb-19,21,,
2019,4-Feb-19,22,,
2019,4-Feb-19,23,,
2019,4-Feb-19,24,,
2019,5-Feb-19,1,,
2019,5-Feb-19,2,,
2019,5-Feb-19,3,,
2019,5-Feb-19,4,,
2019,5-Feb-19,5,,
2019,5-Feb-19,6,,
2019,5-Feb-19,7,1.655,10
2019,5-Feb-19,8,31.416,687
2019,5-Feb-19,9,136.471,773
2019,5-Feb-19,10,264.02,831
2019,5-Feb-19,11,418.311,945
2019,5-Feb-19,12,635.003,1030
2019,5-Feb-19,13,744.308,1056
2019,5-Feb-19,14,721.769,1044
2019,5-Feb-19,15,579.641,977
2019,5-Feb-19,16,317.362,852
2019,5-Feb-19,17,59.191,718
2019,5-Feb-19,18,1.807,20
2019,5-Feb-19,19,,
2019,5-Feb-19,20,,
2019,5-Feb-19,21,,
2019,5-Feb-19,22,,
2019,5-Feb-19,23,,
2019,5-Feb-19,24,,
2019,6-Feb-19,1,,
2019,6-Feb-19,2,,
2019,6-Feb-19,3,,
2019,6-Feb-19,4,,
2019,6-Feb-19,5,,
2019,6-Feb-19,6,,
2019,6-Feb-19,7,1.434,27
2019,6-Feb-19,8,60.95,713
2019,6-Feb-19,9,343.012,848
2019,6-Feb-19,10,640.897,1003
2019,6-Feb-19,11,804.856,1048
2019,6-Feb-19,12,852.253,1067
2019,6-Feb-19,13,781.129,1055
2019,6-Feb-19,14,557.266,988
2019,6-Feb-19,15,321.696,882
2019,6-Feb-19,16,163.604,779
2019,6-Feb-19,17,33.713,710
2019,6-Feb-19,18,1.252,10
2019,6-Feb-19,19,,
2019,6-Feb-19,20,,
2019,6-Feb-19,21,,
2019,6-Feb-19,22,,
2019,6-Feb-19,23,,
2019,6-Feb-19,24,,
2019,7-Feb-19,1,,
2019,7-Feb-19,2,,
2019,7-Feb-19,3,,
2019,7-Feb-19,4,,
2019,7-Feb-19,5,,
2019,7-Feb-19,6,,
2019,7-Feb-19,7,1.081,8
2019,7-Feb-19,8,11.892,619
2019,7-Feb-19,9,58.709,718
2019,7-Feb-19,10,105.072,747
2019,7-Feb-19,11,132.895,763
2019,7-Feb-19,12,141.347,767
2019,7-Feb-19,13,161.381,784
2019,7-Feb-19,14,174.956,786
2019,7-Feb-19,15,109.092,759
2019,7-Feb-19,16,45.537,729
2019,7-Feb-19,17,8.673,602
2019,7-Feb-19,18,1.19,11
2019,7-Feb-19,19,,
2019,7-Feb-19,20,,
2019,7-Feb-19,21,,
2019,7-Feb-19,22,,
2019,7-Feb-19,23,,
2019,7-Feb-19,24,,
2019,8-Feb-19,1,,
2019,8-Feb-19,2,,
2019,8-Feb-19,3,,
2019,8-Feb-19,4,,
2019,8-Feb-19,5,,
2019,8-Feb-19,6,,
2019,8-Feb-19,7,2.036,9
2019,8-Feb-19,8,10.808,627
2019,8-Feb-19,9,33.5,707
2019,8-Feb-19,10,48.796,723
2019,8-Feb-19,11,83.286,739
2019,8-Feb-19,12,141.374,773
2019,8-Feb-19,13,369.202,907
2019,8-Feb-19,14,430.731,983
2019,8-Feb-19,15,430.519,966
2019,8-Feb-19,16,286.854,886
2019,8-Feb-19,17,70.529,740
2019,8-Feb-19,18,2.539,66
2019,8-Feb-19,19,,
2019,8-Feb-19,20,,
2019,8-Feb-19,21,,
2019,8-Feb-19,22,,
2019,8-Feb-19,23,,
2019,8-Feb-19,24,,
2019,9-Feb-19,1,,
2019,9-Feb-19,2,,
2019,9-Feb-19,3,,
2019,9-Feb-19,4,,
2019,9-Feb-19,5,,
2019,9-Feb-19,6,,
2019,9-Feb-19,7,0.881,58
2019,9-Feb-19,8,70.88,751
2019,9-Feb-19,9,360.038,987
2019,9-Feb-19,10,673.759,1099
2019,9-Feb-19,11,866.521,1139
2019,9-Feb-19,12,940.303,1158
2019,9-Feb-19,13,951.021,1160
2019,9-Feb-19,14,907.351,1153
2019,9-Feb-19,15,746.629,1118
2019,9-Feb-19,16,431.18,1004
2019,9-Feb-19,17,92.838,785
2019,9-Feb-19,18,1.621,85
2019,9-Feb-19,19,,
2019,9-Feb-19,20,,
2019,9-Feb-19,21,,
2019,9-Feb-19,22,,
2019,9-Feb-19,23,,
2019,9-Feb-19,24,,
2019,10-Feb-19,1,,
2019,10-Feb-19,2,,
2019,10-Feb-19,3,,
2019,10-Feb-19,4,,
2019,10-Feb-19,5,,
2019,10-Feb-19,6,,
2019,10-Feb-19,7,2.186,102
2019,10-Feb-19,8,83.715,779
2019,10-Feb-19,9,358.561,1023
2019,10-Feb-19,10,669.272,1115
2019,10-Feb-19,11,796.605,1142
2019,10-Feb-19,12,909.563,1162
2019,10-Feb-19,13,886.712,1155
2019,10-Feb-19,14,775.722,1138
2019,10-Feb-19,15,567.678,1099
2019,10-Feb-19,16,264.96,979
2019,10-Feb-19,17,70.951,787
2019,10-Feb-19,18,1.29,67
2019,10-Feb-19,19,,
2019,10-Feb-19,20,,
2019,10-Feb-19,21,,
2019,10-Feb-19,22,,
2019,10-Feb-19,23,,
2019,10-Feb-19,24,,
2019,11-Feb-19,1,,
2019,11-Feb-19,2,,
2019,11-Feb-19,3,,
2019,11-Feb-19,4,,
2019,11-Feb-19,5,,
2019,11-Feb-19,6,,
2019,11-Feb-19,7,1.111,19
2019,11-Feb-19,8,25.496,706
2019,11-Feb-19,9,116.128,767
2019,11-Feb-19,10,273.826,861
2019,11-Feb-19,11,474.261,971
2019,11-Feb-19,12,679.398,1041
2019,11-Feb-19,13,789.452,1067
2019,11-Feb-19,14,799.523,1063
2019,11-Feb-19,15,670.827,1027
2019,11-Feb-19,16,390.14,903
2019,11-Feb-19,17,84.037,747
2019,11-Feb-19,18,1.37,79
2019,11-Feb-19,19,,
2019,11-Feb-19,20,,
2019,11-Feb-19,21,,
2019,11-Feb-19,22,,
2019,11-Feb-19,23,,
2019,11-Feb-19,24,,
2019,12-Feb-19,1,,
2019,12-Feb-19,2,,
2019,12-Feb-19,3,,
2019,12-Feb-19,4,,
2019,12-Feb-19,5,,
2019,12-Feb-19,6,,
2019,12-Feb-19,7,1.633,154
2019,12-Feb-19,8,47.947,717
2019,12-Feb-19,9,107.871,746
2019,12-Feb-19,10,161.807,789
2019,12-Feb-19,11,153.553,775
2019,12-Feb-19,12,121.1,759
2019,12-Feb-19,13,73.689,731
2019,12-Feb-19,14,34.182,602
2019,12-Feb-19,15,14.2,321
2019,12-Feb-19,16,5.195,101
2019,12-Feb-19,17,2.568,33
2019,12-Feb-19,18,1.943,9
2019,12-Feb-19,19,,
2019,12-Feb-19,20,,
2019,12-Feb-19,21,,
2019,12-Feb-19,22,,
2019,12-Feb-19,23,,
2019,12-Feb-19,24,,
2019,13-Feb-19,1,,
2019,13-Feb-19,2,,
2019,13-Feb-19,3,,
2019,13-Feb-19,4,,
2019,13-Feb-19,5,,
2019,13-Feb-19,6,,
2019,13-Feb-19,7,1.026,8
2019,13-Feb-19,8,4.75,262
2019,13-Feb-19,9,32.708,433
2019,13-Feb-19,10,81.301,536
2019,13-Feb-19,11,155.897,693
2019,13-Feb-19,12,324.575,772
2019,13-Feb-19,13,354.629,811
2019,13-Feb-19,14,237.122,781
2019,13-Feb-19,15,148.848,737
2019,13-Feb-19,16,87.043,678
2019,13-Feb-19,17,34.416,610
2019,13-Feb-19,18,1.323,79
2019,13-Feb-19,19,,
2019,13-Feb-19,20,,
2019,13-Feb-19,21,,
2019,13-Feb-19,22,,
2019,13-Feb-19,23,,
2019,13-Feb-19,24,,
2019,14-Feb-19,1,,
2019,14-Feb-19,2,,
2019,14-Feb-19,3,,
2019,14-Feb-19,4,,
2019,14-Feb-19,5,,
2019,14-Feb-19,6,,
2019,14-Feb-19,7,2.1,110
2019,14-Feb-19,8,58.909,611
2019,14-Feb-19,9,237.39,755
2019,14-Feb-19,10,400.955,844
2019,14-Feb-19,11,524.215,879
2019,14-Feb-19,12,589.894,902
2019,14-Feb-19,13,635.885,911
2019,14-Feb-19,14,687.958,915
2019,14-Feb-19,15,635.876,907
2019,14-Feb-19,16,401.937,827
2019,14-Feb-19,17,101.92,703
2019,14-Feb-19,18,0.738,127
2019,14-Feb-19,19,,
2019,14-Feb-19,20,,
2019,14-Feb-19,21,,
2019,14-Feb-19,22,,
2019,14-Feb-19,23,,
2019,14-Feb-19,24,,
2019,15-Feb-19,1,,
2019,15-Feb-19,2,,
2019,15-Feb-19,3,,
2019,15-Feb-19,4,,
2019,15-Feb-19,5,,
2019,15-Feb-19,6,,
2019,15-Feb-19,7,0.973,85
2019,15-Feb-19,8,37.164,664
2019,15-Feb-19,9,127.402,745
2019,15-Feb-19,10,184.322,778
2019,15-Feb-19,11,179.056,748
2019,15-Feb-19,12,162.957,775
2019,15-Feb-19,13,149.741,743
2019,15-Feb-19,14,176.072,760
2019,15-Feb-19,15,147.682,755
2019,15-Feb-19,16,110.216,728
2019,15-Feb-19,17,33.795,684
2019,15-Feb-19,18,1.814,162
2019,15-Feb-19,19,,
2019,15-Feb-19,20,,
2019,15-Feb-19,21,,
2019,15-Feb-19,22,,
2019,15-Feb-19,23,,
2019,15-Feb-19,24,,
2019,16-Feb-19,1,,
2019,16-Feb-19,2,,
2019,16-Feb-19,3,,
2019,16-Feb-19,4,,
2019,16-Feb-19,5,,
2019,16-Feb-19,6,,
2019,16-Feb-19,7,2.747,128
2019,16-Feb-19,8,70.222,746
2019,16-Feb-19,9,333.911,949
2019,16-Feb-19,10,678.272,1064
2019,16-Feb-19,11,820.985,1098
2019,16-Feb-19,12,869.648,1113
2019,16-Feb-19,13,875.839,1124
2019,16-Feb-19,14,852.831,1127
2019,16-Feb-19,15,721.939,1098
2019,16-Feb-19,16,452.859,1008
2019,16-Feb-19,17,125.436,809
2019,16-Feb-19,18,3.205,324
2019,16-Feb-19,19,,
2019,16-Feb-19,20,,
2019,16-Feb-19,21,,
2019,16-Feb-19,22,,
2019,16-Feb-19,23,,
2019,16-Feb-19,24,,
2019,17-Feb-19,1,,
2019,17-Feb-19,2,,
2019,17-Feb-19,3,,
2019,17-Feb-19,4,,
2019,17-Feb-19,5,,
2019,17-Feb-19,6,,
2019,17-Feb-19,7,2.671,269
2019,17-Feb-19,8,125.708,808
2019,17-Feb-19,9,472.096,1036
2019,17-Feb-19,10,760.184,1112
2019,17-Feb-19,11,902.972,1139
2019,17-Feb-19,12,945.14,1143
2019,17-Feb-19,13,942.051,1147
2019,17-Feb-19,14,857.139,1135
2019,17-Feb-19,15,679.03,1113
2019,17-Feb-19,16,393.916,1031
2019,17-Feb-19,17,120.393,837
2019,17-Feb-19,18,2.805,372
2019,17-Feb-19,19,,
2019,17-Feb-19,20,,
2019,17-Feb-19,21,,
2019,17-Feb-19,22,,
2019,17-Feb-19,23,,
2019,17-Feb-19,24,,
2019,18-Feb-19,1,,
2019,18-Feb-19,2,,
2019,18-Feb-19,3,,
2019,18-Feb-19,4,,
2019,18-Feb-19,5,,
2019,18-Feb-19,6,,
2019,18-Feb-19,7,1.03,11
2019,18-Feb-19,8,2.346,25
2019,18-Feb-19,9,5.671,79
2019,18-Feb-19,10,9.509,164
2019,18-Feb-19,11,16.353,314
2019,18-Feb-19,12,24.564,398
2019,18-Feb-19,13,28.693,410
2019,18-Feb-19,14,28.527,420
2019,18-Feb-19,15,26.733,397
2019,18-Feb-19,16,19.981,308
2019,18-Feb-19,17,9.196,193
2019,18-Feb-19,18,1.598,24
2019,18-Feb-19,19,,
2019,18-Feb-19,20,,
2019,18-Feb-19,21,,
2019,18-Feb-19,22,,
2019,18-Feb-19,23,,
2019,18-Feb-19,24,,
2019,19-Feb-19,1,,
2019,19-Feb-19,2,,
2019,19-Feb-19,3,,
2019,19-Feb-19,4,,
2019,19-Feb-19,5,,
2019,19-Feb-19,6,,
2019,19-Feb-19,7,2.919,68
2019,19-Feb-19,8,27.278,377
2019,19-Feb-19,9,87.347,606
2019,19-Feb-19,10,150.64,686
2019,19-Feb-19,11,207.557,722
2019,19-Feb-19,12,264.963,741
2019,19-Feb-19,13,323.634,758
2019,19-Feb-19,14,356.389,760
2019,19-Feb-19,15,343.065,737
2019,19-Feb-19,16,235.318,689
2019,19-Feb-19,17,68.872,556
2019,19-Feb-19,18,2.426,217
2019,19-Feb-19,19,,
2019,19-Feb-19,20,,
2019,19-Feb-19,21,,
2019,19-Feb-19,22,,
2019,19-Feb-19,23,,
2019,19-Feb-19,24,,
2019,20-Feb-19,1,,
2019,20-Feb-19,2,,
2019,20-Feb-19,3,,
2019,20-Feb-19,4,,
2019,20-Feb-19,5,,
2019,20-Feb-19,6,,
2019,20-Feb-19,7,2.698,181
2019,20-Feb-19,8,43.557,526
2019,20-Feb-19,9,115.187,620
2019,20-Feb-19,10,152.501,675
2019,20-Feb-19,11,177.616,700
2019,20-Feb-19,12,159.365,685
2019,20-Feb-19,13,141.7,674
2019,20-Feb-19,14,119.603,652
2019,20-Feb-19,15,89.173,619
2019,20-Feb-19,16,58.53,564
2019,20-Feb-19,17,17.994,489
2019,20-Feb-19,18,1.201,47
2019,20-Feb-19,19,,
2019,20-Feb-19,20,,
2019,20-Feb-19,21,,
2019,20-Feb-19,22,,
2019,20-Feb-19,23,,
2019,20-Feb-19,24,,
2019,21-Feb-19,1,,
2019,21-Feb-19,2,,
2019,21-Feb-19,3,,
2019,21-Feb-19,4,,
2019,21-Feb-19,5,,
2019,21-Feb-19,6,,
2019,21-Feb-19,7,1.06,16
2019,21-Feb-19,8,3.975,149
2019,21-Feb-19,9,20.953,388
2019,21-Feb-19,10,65.732,565
2019,21-Feb-19,11,162.372,655
2019,21-Feb-19,12,346.022,729
2019,21-Feb-19,13,463.566,749
2019,21-Feb-19,14,508.638,764
2019,21-Feb-19,15,504.421,772
2019,21-Feb-19,16,377.525,745
2019,21-Feb-19,17,132.404,665
2019,21-Feb-19,18,5.802,427
2019,21-Feb-19,19,,
2019,21-Feb-19,20,,
2019,21-Feb-19,21,,
2019,21-Feb-19,22,,
2019,21-Feb-19,23,,
2019,21-Feb-19,24,,
2019,22-Feb-19,1,,
2019,22-Feb-19,2,,
2019,22-Feb-19,3,,
2019,22-Feb-19,4,,
2019,22-Feb-19,5,,
2019,22-Feb-19,6,,
2019,22-Feb-19,7,2.332,126
2019,22-Feb-19,8,47.339,648
2019,22-Feb-19,9,158.894,730
2019,22-Feb-19,10,348.244,795
2019,22-Feb-19,11,576.369,863
2019,22-Feb-19,12,707.527,903
2019,22-Feb-19,13,788.757,953
2019,22-Feb-19,14,765.279,972
2019,22-Feb-19,15,618.846,963
2019,22-Feb-19,16,360.999,890
2019,22-Feb-19,17,110.228,756
2019,22-Feb-19,18,5.153,543
2019,22-Feb-19,19,,
2019,22-Feb-19,20,,
2019,22-Feb-19,21,,
2019,22-Feb-19,22,,
2019,22-Feb-19,23,,
2019,22-Feb-19,24,,
2019,23-Feb-19,1,,
2019,23-Feb-19,2,,
2019,23-Feb-19,3,,
2019,23-Feb-19,4,,
2019,23-Feb-19,5,,
2019,23-Feb-19,6,,
2019,23-Feb-19,7,7.541,612
2019,23-Feb-19,8,131.133,801
2019,23-Feb-19,9,322.494,950
2019,23-Feb-19,10,540.199,1029
2019,23-Feb-19,11,680.21,1065
2019,23-Feb-19,12,664.571,1076
2019,23-Feb-19,13,601.945,1080
2019,23-Feb-19,14,496.343,1060
2019,23-Feb-19,15,352.674,1018
2019,23-Feb-19,16,199.477,922
2019,23-Feb-19,17,67.288,791
2019,23-Feb-19,18,3.377,435
2019,23-Feb-19,19,,
2019,23-Feb-19,20,,
2019,23-Feb-19,21,,
2019,23-Feb-19,22,,
2019,23-Feb-19,23,,
2019,23-Feb-19,24,,
2019,24-Feb-19,1,,
2019,24-Feb-19,2,,
2019,24-Feb-19,3,,
2019,24-Feb-19,4,,
2019,24-Feb-19,5,,
2019,24-Feb-19,6,,
2019,24-Feb-19,7,1.093,16
2019,24-Feb-19,8,6.558,559
2019,24-Feb-19,9,27.078,720
2019,24-Feb-19,10,54.93,763
2019,24-Feb-19,11,76.082,791
2019,24-Feb-19,12,90.044,819
2019,24-Feb-19,13,128.619,863
2019,24-Feb-19,14,134.694,878
2019,24-Feb-19,15,83.214,818
2019,24-Feb-19,16,59.818,779
2019,24-Feb-19,17,25.813,724
2019,24-Feb-19,18,1.881,133
2019,24-Feb-19,19,,
2019,24-Feb-19,20,,
2019,24-Feb-19,21,,
2019,24-Feb-19,22,,
2019,24-Feb-19,23,,
2019,24-Feb-19,24,,
2019,25-Feb-19,1,,
2019,25-Feb-19,2,,
2019,25-Feb-19,3,,
2019,25-Feb-19,4,,
2019,25-Feb-19,5,,
2019,25-Feb-19,6,,
2019,25-Feb-19,7,5.701,379
2019,25-Feb-19,8,88.095,742
2019,25-Feb-19,9,263.605,871
2019,25-Feb-19,10,364.749,939
2019,25-Feb-19,11,470.278,999
2019,25-Feb-19,12,516.111,987
2019,25-Feb-19,13,480.822,975
2019,25-Feb-19,14,443.623,947
2019,25-Feb-19,15,385.192,884
2019,25-Feb-19,16,252.328,790
2019,25-Feb-19,17,86.336,676
2019,25-Feb-19,18,4.659,459
2019,25-Feb-19,19,,
2019,25-Feb-19,20,,
2019,25-Feb-19,21,,
2019,25-Feb-19,22,,
2019,25-Feb-19,23,,
2019,25-Feb-19,24,,
2019,26-Feb-19,1,,
2019,26-Feb-19,2,,
2019,26-Feb-19,3,,
2019,26-Feb-19,4,,
2019,26-Feb-19,5,,
2019,26-Feb-19,6,,
2019,26-Feb-19,7,6.871,495
2019,26-Feb-19,8,151.243,676
2019,26-Feb-19,9,445.52,865
2019,26-Feb-19,10,682.268,966
2019,26-Feb-19,11,797.928,1001
2019,26-Feb-19,12,831.03,1022
2019,26-Feb-19,13,838.501,1028
2019,26-Feb-19,14,818.894,1017
2019,26-Feb-19,15,728.134,1007
2019,26-Feb-19,16,495.362,929
2019,26-Feb-19,17,177.884,760
2019,26-Feb-19,18,9.626,566
2019,26-Feb-19,19,,
2019,26-Feb-19,20,,
2019,26-Feb-19,21,,
2019,26-Feb-19,22,,
2019,26-Feb-19,23,,
2019,26-Feb-19,24,,
2019,27-Feb-19,1,,
2019,27-Feb-19,2,,
2019,27-Feb-19,3,,
2019,27-Feb-19,4,,
2019,27-Feb-19,5,,
2019,27-Feb-19,6,1.333,10
2019,27-Feb-19,7,11.155,638
2019,27-Feb-19,8,163.254,738
2019,27-Feb-19,9,327.959,863
2019,27-Feb-19,10,435.315,925
2019,27-Feb-19,11,567.391,963
2019,27-Feb-19,12,634.208,992
2019,27-Feb-19,13,579.946,1003
2019,27-Feb-19,14,393.822,924
2019,27-Feb-19,15,345.317,893
2019,27-Feb-19,16,150.639,777
2019,27-Feb-19,17,35.846,710
2019,27-Feb-19,18,1.77,220
2019,27-Feb-19,19,,
2019,27-Feb-19,20,,
2019,27-Feb-19,21,,
2019,27-Feb-19,22,,
2019,27-Feb-19,23,,
2019,27-Feb-19,24,,
2019,28-Feb-19,1,,
2019,28-Feb-19,2,,
2019,28-Feb-19,3,,
2019,28-Feb-19,4,,
2019,28-Feb-19,5,,
2019,28-Feb-19,6,1.125,9
2019,28-Feb-19,7,1.295,15
2019,28-Feb-19,8,3.851,80
2019,28-Feb-19,9,11.858,401
2019,28-Feb-19,10,28.671,612
2019,28-Feb-19,11,49.682,688
2019,28-Feb-19,12,86.011,704
2019,28-Feb-19,13,128.808,719
2019,28-Feb-19,14,187.579,743
2019,28-Feb-19,15,226.189,754
2019,28-Feb-19,16,193.421,731
2019,28-Feb-19,17,78.614,613
2019,28-Feb-19,18,4.373,299
2019,28-Feb-19,19,,
2019,28-Feb-19,20,,
2019,28-Feb-19,21,,
2019,28-Feb-19,22,,
2019,28-Feb-19,23,,
2019,28-Feb-19,24,,
2019,1-Mar-19,1,,
2019,1-Mar-19,2,,
2019,1-Mar-19,3,,
2019,1-Mar-19,4,,
2019,1-Mar-19,5,,
2019,1-Mar-19,6,0.941,9
2019,1-Mar-19,7,2.087,162
2019,1-Mar-19,8,25.737,505
2019,1-Mar-19,9,115.743,710
2019,1-Mar-19,10,283.577,787
2019,1-Mar-19,11,414.342,841
2019,1-Mar-19,12,529.45,871
2019,1-Mar-19,13,602.405,904
2019,1-Mar-19,14,669.731,926
2019,1-Mar-19,15,633.151,936
2019,1-Mar-19,16,410.717,887
2019,1-Mar-19,17,127.056,754
2019,1-Mar-19,18,8.05,592
2019,1-Mar-19,19,,
2019,1-Mar-19,20,,
2019,1-Mar-19,21,,
2019,1-Mar-19,22,,
2019,1-Mar-19,23,,
2019,1-Mar-19,24,,
2019,2-Mar-19,1,,
2019,2-Mar-19,2,,
2019,2-Mar-19,3,,
2019,2-Mar-19,4,,
2019,2-Mar-19,5,,
2019,2-Mar-19,6,1.052,9
2019,2-Mar-19,7,1.443,59
2019,2-Mar-19,8,10.683,274
2019,2-Mar-19,9,24.386,401
2019,2-Mar-19,10,41.48,484
2019,2-Mar-19,11,69.289,566
2019,2-Mar-19,12,104.057,685
2019,2-Mar-19,13,135.648,729
2019,2-Mar-19,14,141.774,721
2019,2-Mar-19,15,99.324,682
2019,2-Mar-19,16,59.348,596
2019,2-Mar-19,17,26.9,508
2019,2-Mar-19,18,3.005,233
2019,2-Mar-19,19,,
2019,2-Mar-19,20,,
2019,2-Mar-19,21,,
2019,2-Mar-19,22,,
2019,2-Mar-19,23,,
2019,2-Mar-19,24,,
2019,3-Mar-19,1,,
2019,3-Mar-19,2,,
2019,3-Mar-19,3,,
2019,3-Mar-19,4,,
2019,3-Mar-19,5,,
2019,3-Mar-19,6,1.439,9
2019,3-Mar-19,7,7.173,360
2019,3-Mar-19,8,96.276,679
2019,3-Mar-19,9,257.564,787
2019,3-Mar-19,10,445.217,851
2019,3-Mar-19,11,571.548,901
2019,3-Mar-19,12,592.209,952
2019,3-Mar-19,13,646.752,1004
2019,3-Mar-19,14,679.558,1048
2019,3-Mar-19,15,586.227,1029
2019,3-Mar-19,16,326.817,965
2019,3-Mar-19,17,66.475,771
2019,3-Mar-19,18,2.532,389
2019,3-Mar-19,19,,
2019,3-Mar-19,20,,
2019,3-Mar-19,21,,
2019,3-Mar-19,22,,
2019,3-Mar-19,23,,
2019,3-Mar-19,24,,
2019,4-Mar-19,1,,
2019,4-Mar-19,2,,
2019,4-Mar-19,3,,
2019,4-Mar-19,4,,
2019,4-Mar-19,5,,
2019,4-Mar-19,6,1.196,9
2019,4-Mar-19,7,1.288,15
2019,4-Mar-19,8,2.52,90
2019,4-Mar-19,9,13.534,293
2019,4-Mar-19,10,36.952,399
2019,4-Mar-19,11,75.232,483
2019,4-Mar-19,12,124.221,548
2019,4-Mar-19,13,143.374,572
2019,4-Mar-19,14,158.454,581
2019,4-Mar-19,15,141.728,573
2019,4-Mar-19,16,107.136,568
2019,4-Mar-19,17,52.706,534
2019,4-Mar-19,18,6.243,328
2019,4-Mar-19,19,,
2019,4-Mar-19,20,,
2019,4-Mar-19,21,,
2019,4-Mar-19,22,,
2019,4-Mar-19,23,,
2019,4-Mar-19,24,,
2019,5-Mar-19,1,,
2019,5-Mar-19,2,,
2019,5-Mar-19,3,,
2019,5-Mar-19,4,,
2019,5-Mar-19,5,,
2019,5-Mar-19,6,1.017,10
2019,5-Mar-19,7,11.531,416
2019,5-Mar-19,8,125.085,563
2019,5-Mar-19,9,289.694,627
2019,5-Mar-19,10,416.025,658
2019,5-Mar-19,11,494.39,682
2019,5-Mar-19,12,539.986,695
2019,5-Mar-19,13,563.589,695
2019,5-Mar-19,14,556.977,685
2019,5-Mar-19,15,492.388,678
2019,5-Mar-19,16,344.968,646
2019,5-Mar-19,17,141.727,599
2019,5-Mar-19,18,11.006,472
2019,5-Mar-19,19,,
2019,5-Mar-19,20,,
2019,5-Mar-19,21,,
2019,5-Mar-19,22,,
2019,5-Mar-19,23,,
2019,5-Mar-19,24,,
2019,6-Mar-19,1,,
2019,6-Mar-19,2,,
2019,6-Mar-19,3,,
2019,6-Mar-19,4,,
2019,6-Mar-19,5,,
2019,6-Mar-19,6,1.448,10
2019,6-Mar-19,7,13.571,498
2019,6-Mar-19,8,156.15,589
2019,6-Mar-19,9,364.731,649
2019,6-Mar-19,10,512.424,677
2019,6-Mar-19,11,561.312,694
2019,6-Mar-19,12,548.804,709
2019,6-Mar-19,13,494.252,699
2019,6-Mar-19,14,420.671,688
2019,6-Mar-19,15,352.686,672
2019,6-Mar-19,16,248.553,640
2019,6-Mar-19,17,114.405,597
2019,6-Mar-19,18,11.391,496
2019,6-Mar-19,19,,
2019,6-Mar-19,20,,
2019,6-Mar-19,21,,
2019,6-Mar-19,22,,
2019,6-Mar-19,23,,
2019,6-Mar-19,24,,
2019,7-Mar-19,1,,
2019,7-Mar-19,2,,
2019,7-Mar-19,3,,
2019,7-Mar-19,4,,
2019,7-Mar-19,5,,
2019,7-Mar-19,6,1.245,10
2019,7-Mar-19,7,15.82,511
2019,7-Mar-19,8,134.07,592
2019,7-Mar-19,9,315.417,638
2019,7-Mar-19,10,517.606,680
2019,7-Mar-19,11,627.415,704
2019,7-Mar-19,12,630.317,720
2019,7-Mar-19,13,589.87,712
2019,7-Mar-19,14,523.314,697
2019,7-Mar-19,15,407.69,676
2019,7-Mar-19,16,270.695,641
2019,7-Mar-19,17,127.39,598
2019,7-Mar-19,18,13.656,509
2019,7-Mar-19,19,,
2019,7-Mar-19,20,,
2019,7-Mar-19,21,,
2019,7-Mar-19,22,,
2019,7-Mar-19,23,,
2019,7-Mar-19,24,,
2019,8-Mar-19,1,,
2019,8-Mar-19,2,,
2019,8-Mar-19,3,,
2019,8-Mar-19,4,,
2019,8-Mar-19,5,,
2019,8-Mar-19,6,1.478,9
2019,8-Mar-19,7,22.499,522
2019,8-Mar-19,8,181.525,604
2019,8-Mar-19,9,396.697,660
2019,8-Mar-19,10,566.661,683
2019,8-Mar-19,11,646.482,708
2019,8-Mar-19,12,663.278,727
2019,8-Mar-19,13,651.296,726
2019,8-Mar-19,14,587.158,709
2019,8-Mar-19,15,457.669,684
2019,8-Mar-19,16,280.443,657
2019,8-Mar-19,17,133.963,622
2019,8-Mar-19,18,19.5,561
2019,8-Mar-19,19,,
2019,8-Mar-19,20,,
2019,8-Mar-19,21,,
2019,8-Mar-19,22,,
2019,8-Mar-19,23,,
2019,8-Mar-19,24,,
2019,9-Mar-19,1,,
2019,9-Mar-19,2,,
2019,9-Mar-19,3,,
2019,9-Mar-19,4,,
2019,9-Mar-19,5,,
2019,9-Mar-19,6,1.207,9
2019,9-Mar-19,7,26.451,554
2019,9-Mar-19,8,213.186,647
2019,9-Mar-19,9,453.789,706
2019,9-Mar-19,10,637.898,747
2019,9-Mar-19,11,733.999,789
2019,9-Mar-19,12,775.564,813
2019,9-Mar-19,13,791.909,836
2019,9-Mar-19,14,777.159,846
2019,9-Mar-19,15,687.868,838
2019,9-Mar-19,16,488.41,798
2019,9-Mar-19,17,212.144,710
2019,9-Mar-19,18,19.628,580
2019,9-Mar-19,19,,
