year,local_day,LOCAL_HOUR_END,tot_solar_mwh,_FREQ_
2019,9-Mar-19,20,,
2019,9-Mar-19,21,,
2019,9-Mar-19,22,,
2019,9-Mar-19,23,,
2019,9-Mar-19,24,,
2019,10-Mar-19,1,,
2019,10-Mar-19,3,,
2019,10-Mar-19,4,,
2019,10-Mar-19,5,,
2019,10-Mar-19,6,,
2019,10-Mar-19,7,1.777,11
2019,10-Mar-19,8,3.958,122
2019,10-Mar-19,9,7.104,257
2019,10-Mar-19,10,14.073,346
2019,10-Mar-19,11,25.972,392
2019,10-Mar-19,12,39.202,459
2019,10-Mar-19,13,45.835,536
2019,10-Mar-19,14,47.337,557
2019,10-Mar-19,15,55.203,582
2019,10-Mar-19,16,52.458,596
2019,10-Mar-19,17,35.051,578
2019,10-Mar-19,18,14.492,505
2019,10-Mar-19,19,2.136,140
2019,10-Mar-19,20,,
2019,10-Mar-19,21,,
2019,10-Mar-19,22,,
2019,10-Mar-19,23,,
2019,10-Mar-19,24,,
2019,11-Mar-19,1,,
2019,11-Mar-19,2,,
2019,11-Mar-19,3,,
2019,11-Mar-19,4,,
2019,11-Mar-19,5,,
2019,11-Mar-19,6,,
2019,11-Mar-19,7,1.912,11
2019,11-Mar-19,8,23.682,530
2019,11-Mar-19,9,171.888,641
2019,11-Mar-19,10,388.42,734
2019,11-Mar-19,11,522.446,796
2019,11-Mar-19,12,618.517,848
2019,11-Mar-19,13,713.859,888
2019,11-Mar-19,14,766.513,914
2019,11-Mar-19,15,758.931,927
2019,11-Mar-19,16,680.951,932
2019,11-Mar-19,17,466.047,898
2019,11-Mar-19,18,186.546,780
2019,11-Mar-19,19,23.142,640
2019,11-Mar-19,20,,
2019,11-Mar-19,21,,
2019,11-Mar-19,22,,
2019,11-Mar-19,23,,
2019,11-Mar-19,24,,
2019,12-Mar-19,1,,
2019,12-Mar-19,2,,
2019,12-Mar-19,3,,
2019,12-Mar-19,4,,
2019,12-Mar-19,5,,
2019,12-Mar-19,6,,
2019,12-Mar-19,7,2.037,13
2019,12-Mar-19,8,33.715,648
2019,12-Mar-19,9,211.687,757
2019,12-Mar-19,10,428.946,890
2019,12-Mar-19,11,519.685,943
2019,12-Mar-19,12,548.343,955
2019,12-Mar-19,13,601.428,986
2019,12-Mar-19,14,684.368,1017
2019,12-Mar-19,15,743.11,1030
2019,12-Mar-19,16,729.622,1041
2019,12-Mar-19,17,538.464,995
2019,12-Mar-19,18,235.277,854
2019,12-Mar-19,19,27.069,683
2019,12-Mar-19,20,,
2019,12-Mar-19,21,,
2019,12-Mar-19,22,,
2019,12-Mar-19,23,,
2019,12-Mar-19,24,,
2019,13-Mar-19,1,,
2019,13-Mar-19,2,,
2019,13-Mar-19,3,,
2019,13-Mar-19,4,,
2019,13-Mar-19,5,,
2019,13-Mar-19,6,,
2019,13-Mar-19,7,1.227,13
2019,13-Mar-19,8,47.898,700
2019,13-Mar-19,9,295.997,843
2019,13-Mar-19,10,609.107,981
2019,13-Mar-19,11,821.547,1046
2019,13-Mar-19,12,885.47,1077
2019,13-Mar-19,13,841.861,1080
2019,13-Mar-19,14,776.851,1067
2019,13-Mar-19,15,584.91,1026
2019,13-Mar-19,16,329.174,921
2019,13-Mar-19,17,197.205,839
2019,13-Mar-19,18,77.129,762
2019,13-Mar-19,19,8.306,607
2019,13-Mar-19,20,,
2019,13-Mar-19,21,,
2019,13-Mar-19,22,,
2019,13-Mar-19,23,,
2019,13-Mar-19,24,,
2019,14-Mar-19,1,,
2019,14-Mar-19,2,,
2019,14-Mar-19,3,,
2019,14-Mar-19,4,,
2019,14-Mar-19,5,,
2019,14-Mar-19,6,,
2019,14-Mar-19,7,1.003,12
2019,14-Mar-19,8,21.389,697
2019,14-Mar-19,9,110.571,748
2019,14-Mar-19,10,277.879,866
2019,14-Mar-19,11,440.276,968
2019,14-Mar-19,12,475.44,992
2019,14-Mar-19,13,515.318,994
2019,14-Mar-19,14,548.551,1015
2019,14-Mar-19,15,554.502,990
2019,14-Mar-19,16,555.003,994
2019,14-Mar-19,17,386.995,959
2019,14-Mar-19,18,167.047,866
2019,14-Mar-19,19,21.531,711
2019,14-Mar-19,20,,
2019,14-Mar-19,21,,
2019,14-Mar-19,22,,
2019,14-Mar-19,23,,
2019,14-Mar-19,24,,
2019,15-Mar-19,1,,
2019,15-Mar-19,2,,
2019,15-Mar-19,3,,
2019,15-Mar-19,4,,
2019,15-Mar-19,5,,
2019,15-Mar-19,6,,
2019,15-Mar-19,7,2.38,14
2019,15-Mar-19,8,24.996,695
2019,15-Mar-19,9,108.794,775
2019,15-Mar-19,10,155.128,811
2019,15-Mar-19,11,187.716,843
2019,15-Mar-19,12,209.601,870
2019,15-Mar-19,13,273.921,915
2019,15-Mar-19,14,342.166,961
2019,15-Mar-19,15,487.975,1017
2019,15-Mar-19,16,429.761,1018
2019,15-Mar-19,17,249.231,952
2019,15-Mar-19,18,109.171,836
2019,15-Mar-19,19,19.064,672
2019,15-Mar-19,20,,
2019,15-Mar-19,21,,
2019,15-Mar-19,22,,
2019,15-Mar-19,23,,
2019,15-Mar-19,24,,
2019,16-Mar-19,1,,
2019,16-Mar-19,2,,
2019,16-Mar-19,3,,
2019,16-Mar-19,4,,
2019,16-Mar-19,5,,
2019,16-Mar-19,6,,
2019,16-Mar-19,7,2.252,18
2019,16-Mar-19,8,50.093,753
2019,16-Mar-19,9,288.813,1008
2019,16-Mar-19,10,568.969,1123
2019,16-Mar-19,11,727.973,1166
2019,16-Mar-19,12,736.234,1162
2019,16-Mar-19,13,700.413,1163
2019,16-Mar-19,14,709.659,1171
2019,16-Mar-19,15,758.709,1175
2019,16-Mar-19,16,692.618,1165
2019,16-Mar-19,17,508.421,1120
2019,16-Mar-19,18,231.511,984
2019,16-Mar-19,19,30.39,733
2019,16-Mar-19,20,,
2019,16-Mar-19,21,,
2019,16-Mar-19,22,,
2019,16-Mar-19,23,,
2019,16-Mar-19,24,,
2019,17-Mar-19,1,,
2019,17-Mar-19,2,,
2019,17-Mar-19,3,,
2019,17-Mar-19,4,,
2019,17-Mar-19,5,,
2019,17-Mar-19,6,,
2019,17-Mar-19,7,1.661,21
2019,17-Mar-19,8,53.107,765
2019,17-Mar-19,9,288.708,1032
2019,17-Mar-19,10,536.011,1133
2019,17-Mar-19,11,691.176,1157
2019,17-Mar-19,12,750.241,1165
2019,17-Mar-19,13,823.026,1177
2019,17-Mar-19,14,874.842,1183
2019,17-Mar-19,15,890.596,1179
2019,17-Mar-19,16,830.14,1177
2019,17-Mar-19,17,610.543,1129
2019,17-Mar-19,18,279.489,1009
2019,17-Mar-19,19,35.675,735
2019,17-Mar-19,20,,
2019,17-Mar-19,21,,
2019,17-Mar-19,22,,
2019,17-Mar-19,23,,
2019,17-Mar-19,24,,
2019,18-Mar-19,1,,
2019,18-Mar-19,2,,
2019,18-Mar-19,3,,
2019,18-Mar-19,4,,
2019,18-Mar-19,5,,
2019,18-Mar-19,6,,
2019,18-Mar-19,7,1.6,33
2019,18-Mar-19,8,66.374,733
2019,18-Mar-19,9,340.594,908
2019,18-Mar-19,10,663.821,1050
2019,18-Mar-19,11,854.647,1099
2019,18-Mar-19,12,913.196,1121
2019,18-Mar-19,13,939.411,1128
2019,18-Mar-19,14,940.493,1131
2019,18-Mar-19,15,918.395,1125
2019,18-Mar-19,16,812.757,1117
2019,18-Mar-19,17,580.93,1065
2019,18-Mar-19,18,265.098,927
2019,18-Mar-19,19,36.697,736
2019,18-Mar-19,20,,
2019,18-Mar-19,21,,
2019,18-Mar-19,22,,
2019,18-Mar-19,23,,
2019,18-Mar-19,24,,
2019,19-Mar-19,1,,
2019,19-Mar-19,2,,
2019,19-Mar-19,3,,
2019,19-Mar-19,4,,
2019,19-Mar-19,5,,
2019,19-Mar-19,6,,
2019,19-Mar-19,7,1.697,35
2019,19-Mar-19,8,68.644,733
2019,19-Mar-19,9,337.128,906
2019,19-Mar-19,10,656.853,1045
2019,19-Mar-19,11,848.645,1089
2019,19-Mar-19,12,843.355,1099
2019,19-Mar-19,13,809.656,1103
2019,19-Mar-19,14,755.366,1103
2019,19-Mar-19,15,657.363,1083
2019,19-Mar-19,16,571.147,1058
2019,19-Mar-19,17,452.403,1009
2019,19-Mar-19,18,212.293,903
2019,19-Mar-19,19,34.009,734
2019,19-Mar-19,20,,
2019,19-Mar-19,21,,
2019,19-Mar-19,22,,
2019,19-Mar-19,23,,
2019,19-Mar-19,24,,
2019,20-Mar-19,1,,
2019,20-Mar-19,2,,
2019,20-Mar-19,3,,
2019,20-Mar-19,4,,
2019,20-Mar-19,5,,
2019,20-Mar-19,6,,
2019,20-Mar-19,7,1.785,69
2019,20-Mar-19,8,76.217,749
2019,20-Mar-19,9,326.34,901
2019,20-Mar-19,10,623.621,1038
2019,20-Mar-19,11,843.818,1089
2019,20-Mar-19,12,936.007,1114
2019,20-Mar-19,13,951.392,1127
2019,20-Mar-19,14,895.626,1120
2019,20-Mar-19,15,852.838,1111
2019,20-Mar-19,16,738.959,1098
2019,20-Mar-19,17,533.532,1050
2019,20-Mar-19,18,246.172,917
2019,20-Mar-19,19,36.232,738
2019,20-Mar-19,20,1.739,12
2019,20-Mar-19,21,,
2019,20-Mar-19,22,,
2019,20-Mar-19,23,,
2019,20-Mar-19,24,,
2019,21-Mar-19,1,,
2019,21-Mar-19,2,,
2019,21-Mar-19,3,,
2019,21-Mar-19,4,,
2019,21-Mar-19,5,,
2019,21-Mar-19,6,,
2019,21-Mar-19,7,1.288,76
2019,21-Mar-19,8,55.008,738
2019,21-Mar-19,9,207.81,865
2019,21-Mar-19,10,309.048,930
2019,21-Mar-19,11,397.095,954
2019,21-Mar-19,12,441.382,1006
2019,21-Mar-19,13,424.927,996
2019,21-Mar-19,14,457.05,1014
2019,21-Mar-19,15,341.439,966
2019,21-Mar-19,16,215.872,889
2019,21-Mar-19,17,162.228,857
2019,21-Mar-19,18,73.683,776
2019,21-Mar-19,19,13.423,702
2019,21-Mar-19,20,1.41,9
2019,21-Mar-19,21,,
2019,21-Mar-19,22,,
2019,21-Mar-19,23,,
2019,21-Mar-19,24,,
2019,22-Mar-19,1,,
2019,22-Mar-19,2,,
2019,22-Mar-19,3,,
2019,22-Mar-19,4,,
2019,22-Mar-19,5,,
2019,22-Mar-19,6,,
2019,22-Mar-19,7,2.25,12
2019,22-Mar-19,8,7.463,480
2019,22-Mar-19,9,38.932,722
2019,22-Mar-19,10,81.793,757
2019,22-Mar-19,11,121.32,776
2019,22-Mar-19,12,143.608,790
2019,22-Mar-19,13,164.454,802
2019,22-Mar-19,14,183.107,816
2019,22-Mar-19,15,227.525,859
2019,22-Mar-19,16,237.812,906
2019,22-Mar-19,17,153.498,834
2019,22-Mar-19,18,77.806,779
2019,22-Mar-19,19,18.681,687
2019,22-Mar-19,20,2.46,11
2019,22-Mar-19,21,,
2019,22-Mar-19,22,,
2019,22-Mar-19,23,,
2019,22-Mar-19,24,,
2019,23-Mar-19,1,,
2019,23-Mar-19,2,,
2019,23-Mar-19,3,,
2019,23-Mar-19,4,,
2019,23-Mar-19,5,,
2019,23-Mar-19,6,,
2019,23-Mar-19,7,2.422,19
2019,23-Mar-19,8,16.476,551
2019,23-Mar-19,9,92.108,813
2019,23-Mar-19,10,358.926,1035
2019,23-Mar-19,11,723.107,1129
2019,23-Mar-19,12,844.765,1157
2019,23-Mar-19,13,845.172,1165
2019,23-Mar-19,14,852.521,1178
2019,23-Mar-19,15,840.314,1173
2019,23-Mar-19,16,809.867,1166
2019,23-Mar-19,17,608.703,1124
2019,23-Mar-19,18,296.642,1014
2019,23-Mar-19,19,45.272,755
2019,23-Mar-19,20,2.194,23
2019,23-Mar-19,21,,
2019,23-Mar-19,22,,
2019,23-Mar-19,23,,
2019,23-Mar-19,24,,
2019,24-Mar-19,1,,
2019,24-Mar-19,2,,
2019,24-Mar-19,3,,
2019,24-Mar-19,4,,
2019,24-Mar-19,5,,
2019,24-Mar-19,6,,
2019,24-Mar-19,7,2.721,152
2019,24-Mar-19,8,87.046,834
2019,24-Mar-19,9,382.963,1077
2019,24-Mar-19,10,706.149,1159
2019,24-Mar-19,11,913.79,1183
2019,24-Mar-19,12,940.593,1183
2019,24-Mar-19,13,902.484,1181
2019,24-Mar-19,14,916.714,1180
2019,24-Mar-19,15,837.651,1174
2019,24-Mar-19,16,365.756,1090
2019,24-Mar-19,17,230.942,994
2019,24-Mar-19,18,152.923,935
2019,24-Mar-19,19,37.848,755
2019,24-Mar-19,20,1.444,25
2019,24-Mar-19,21,,
2019,24-Mar-19,22,,
2019,24-Mar-19,23,,
2019,24-Mar-19,24,,
2019,25-Mar-19,1,,
2019,25-Mar-19,2,,
2019,25-Mar-19,3,,
2019,25-Mar-19,4,,
2019,25-Mar-19,5,,
2019,25-Mar-19,6,,
2019,25-Mar-19,7,1.588,99
2019,25-Mar-19,8,41.804,726
2019,25-Mar-19,9,159.867,817
2019,25-Mar-19,10,400.532,949
2019,25-Mar-19,11,628.382,1031
2019,25-Mar-19,12,761.52,1062
2019,25-Mar-19,13,826.353,1099
2019,25-Mar-19,14,886.052,1121
2019,25-Mar-19,15,915.509,1131
2019,25-Mar-19,16,793.667,1116
2019,25-Mar-19,17,511.191,1053
2019,25-Mar-19,18,210.786,923
2019,25-Mar-19,19,38.754,752
2019,25-Mar-19,20,1.319,28
2019,25-Mar-19,21,,
2019,25-Mar-19,22,,
2019,25-Mar-19,23,,
2019,25-Mar-19,24,,
2019,26-Mar-19,1,,
2019,26-Mar-19,2,,
2019,26-Mar-19,3,,
2019,26-Mar-19,4,,
2019,26-Mar-19,5,,
2019,26-Mar-19,6,,
2019,26-Mar-19,7,2.317,226
2019,26-Mar-19,8,93.74,770
2019,26-Mar-19,9,400.796,949
2019,26-Mar-19,10,736.063,1067
2019,26-Mar-19,11,914.251,1108
2019,26-Mar-19,12,972.906,1121
2019,26-Mar-19,13,984.49,1131
2019,26-Mar-19,14,982.146,1129
2019,26-Mar-19,15,964.357,1131
2019,26-Mar-19,16,874.538,1124
2019,26-Mar-19,17,636.013,1069
2019,26-Mar-19,18,305.983,956
2019,26-Mar-19,19,50.348,749
2019,26-Mar-19,20,1.172,35
2019,26-Mar-19,21,,
2019,26-Mar-19,22,,
2019,26-Mar-19,23,,
2019,26-Mar-19,24,,
2019,27-Mar-19,1,,
2019,27-Mar-19,2,,
2019,27-Mar-19,3,,
2019,27-Mar-19,4,,
2019,27-Mar-19,5,,
2019,27-Mar-19,6,,
2019,27-Mar-19,7,2.628,305
2019,27-Mar-19,8,102.529,766
2019,27-Mar-19,9,397.56,955
2019,27-Mar-19,10,708.356,1073
2019,27-Mar-19,11,906.148,1105
2019,27-Mar-19,12,974.935,1130
2019,27-Mar-19,13,990.197,1139
2019,27-Mar-19,14,990.053,1141
2019,27-Mar-19,15,961.816,1137
2019,27-Mar-19,16,821.414,1118
2019,27-Mar-19,17,561.803,1060
2019,27-Mar-19,18,270.371,952
2019,27-Mar-19,19,54.417,769
2019,27-Mar-19,20,1.423,39
2019,27-Mar-19,21,,
2019,27-Mar-19,22,,
2019,27-Mar-19,23,,
2019,27-Mar-19,24,,
2019,28-Mar-19,1,,
2019,28-Mar-19,2,,
2019,28-Mar-19,3,,
2019,28-Mar-19,4,,
2019,28-Mar-19,5,,
2019,28-Mar-19,6,,
2019,28-Mar-19,7,3.668,404
2019,28-Mar-19,8,116.229,780
2019,28-Mar-19,9,390.927,954
2019,28-Mar-19,10,693.419,1075
2019,28-Mar-19,11,896.656,1110
2019,28-Mar-19,12,983.579,1127
2019,28-Mar-19,13,992.815,1140
2019,28-Mar-19,14,972.44,1135
2019,28-Mar-19,15,934.441,1138
2019,28-Mar-19,16,765.332,1111
2019,28-Mar-19,17,501.944,1058
2019,28-Mar-19,18,202.786,930
2019,28-Mar-19,19,36.18,751
2019,28-Mar-19,20,1.368,13
2019,28-Mar-19,21,,
2019,28-Mar-19,22,,
2019,28-Mar-19,23,,
2019,28-Mar-19,24,,
2019,29-Mar-19,1,,
2019,29-Mar-19,2,,
2019,29-Mar-19,3,,
2019,29-Mar-19,4,,
2019,29-Mar-19,5,,
2019,29-Mar-19,6,,
2019,29-Mar-19,7,1.973,86
2019,29-Mar-19,8,44.278,742
2019,29-Mar-19,9,115.991,789
2019,29-Mar-19,10,195.765,823
2019,29-Mar-19,11,233.421,836
2019,29-Mar-19,12,267.782,865
2019,29-Mar-19,13,279.022,910
2019,29-Mar-19,14,204.93,871
2019,29-Mar-19,15,186.85,852
2019,29-Mar-19,16,151.405,835
2019,29-Mar-19,17,120.161,824
2019,29-Mar-19,18,74.835,787
2019,29-Mar-19,19,23.355,708
2019,29-Mar-19,20,1.06,12
2019,29-Mar-19,21,,
2019,29-Mar-19,22,,
2019,29-Mar-19,23,,
2019,29-Mar-19,24,,
2019,30-Mar-19,1,,
2019,30-Mar-19,2,,
2019,30-Mar-19,3,,
2019,30-Mar-19,4,,
2019,30-Mar-19,5,,
2019,30-Mar-19,6,,
2019,30-Mar-19,7,1.549,127
2019,30-Mar-19,8,35.446,712
2019,30-Mar-19,9,152.824,902
2019,30-Mar-19,10,352.261,1046
2019,30-Mar-19,11,546.473,1124
2019,30-Mar-19,12,742.026,1172
2019,30-Mar-19,13,808.623,1186
2019,30-Mar-19,14,776.188,1185
2019,30-Mar-19,15,776.763,1172
2019,30-Mar-19,16,629.286,1155
2019,30-Mar-19,17,459.316,1118
2019,30-Mar-19,18,229.812,1029
2019,30-Mar-19,19,42.418,784
2019,30-Mar-19,20,2.457,30
2019,30-Mar-19,21,,
2019,30-Mar-19,22,,
2019,30-Mar-19,23,,
2019,30-Mar-19,24,,
2019,31-Mar-19,1,,
2019,31-Mar-19,2,,
2019,31-Mar-19,3,,
2019,31-Mar-19,4,,
2019,31-Mar-19,5,,
2019,31-Mar-19,6,,
2019,31-Mar-19,7,3.051,258
2019,31-Mar-19,8,79.314,864
2019,31-Mar-19,9,293.131,1058
2019,31-Mar-19,10,509.411,1135
2019,31-Mar-19,11,462.641,1114
2019,31-Mar-19,12,226.195,975
2019,31-Mar-19,13,128.15,929
2019,31-Mar-19,14,122.068,907
2019,31-Mar-19,15,120.817,941
2019,31-Mar-19,16,88.027,867
2019,31-Mar-19,17,56.68,774
2019,31-Mar-19,18,46.8,762
2019,31-Mar-19,19,19.708,600
2019,31-Mar-19,20,2.354,66
2019,31-Mar-19,21,,
2019,31-Mar-19,22,,
2019,31-Mar-19,23,,
2019,31-Mar-19,24,,
2019,1-Apr-19,1,,
2019,1-Apr-19,2,,
2019,1-Apr-19,3,,
2019,1-Apr-19,4,,
2019,1-Apr-19,5,,
2019,1-Apr-19,6,,
2019,1-Apr-19,7,5.635,496
2019,1-Apr-19,8,114.944,795
2019,1-Apr-19,9,414.859,987
2019,1-Apr-19,10,711.101,1085
2019,1-Apr-19,11,894.756,1124
2019,1-Apr-19,12,953.959,1145
2019,1-Apr-19,13,967.225,1160
2019,1-Apr-19,14,979.897,1154
2019,1-Apr-19,15,981.712,1151
2019,1-Apr-19,16,915.774,1148
2019,1-Apr-19,17,682.591,1110
2019,1-Apr-19,18,338.733,999
2019,1-Apr-19,19,62.794,790
2019,1-Apr-19,20,1.848,69
2019,1-Apr-19,21,,
2019,1-Apr-19,22,,
2019,1-Apr-19,23,,
2019,1-Apr-19,24,,
2019,2-Apr-19,1,,
2019,2-Apr-19,2,,
2019,2-Apr-19,3,,
2019,2-Apr-19,4,,
2019,2-Apr-19,5,,
2019,2-Apr-19,6,,
2019,2-Apr-19,7,7.609,626
2019,2-Apr-19,8,146.137,818
2019,2-Apr-19,9,449.355,999
2019,2-Apr-19,10,733.343,1092
2019,2-Apr-19,11,888.905,1130
2019,2-Apr-19,12,979.394,1145
2019,2-Apr-19,13,1021.024,1159
2019,2-Apr-19,14,1004.013,1148
2019,2-Apr-19,15,956.323,1145
2019,2-Apr-19,16,801.738,1140
2019,2-Apr-19,17,436.352,1061
2019,2-Apr-19,18,142.401,876
2019,2-Apr-19,19,28.917,750
2019,2-Apr-19,20,1.285,19
2019,2-Apr-19,21,,
2019,2-Apr-19,22,,
2019,2-Apr-19,23,,
2019,2-Apr-19,24,,
2019,3-Apr-19,1,,
2019,3-Apr-19,2,,
2019,3-Apr-19,3,,
2019,3-Apr-19,4,,
2019,3-Apr-19,5,,
2019,3-Apr-19,6,,
2019,3-Apr-19,7,1.955,172
2019,3-Apr-19,8,44.09,721
2019,3-Apr-19,9,149.428,808
2019,3-Apr-19,10,371.017,917
2019,3-Apr-19,11,715.73,1096
2019,3-Apr-19,12,935.114,1149
2019,3-Apr-19,13,1007.743,1164
2019,3-Apr-19,14,982.368,1158
2019,3-Apr-19,15,884.476,1148
2019,3-Apr-19,16,770.028,1129
2019,3-Apr-19,17,590.457,1095
2019,3-Apr-19,18,309.699,1001
2019,3-Apr-19,19,64.079,805
2019,3-Apr-19,20,2.717,89
2019,3-Apr-19,21,,
2019,3-Apr-19,22,,
2019,3-Apr-19,23,,
2019,3-Apr-19,24,,
2019,4-Apr-19,1,,
2019,4-Apr-19,2,,
2019,4-Apr-19,3,,
2019,4-Apr-19,4,,
2019,4-Apr-19,5,,
2019,4-Apr-19,6,2.42,7
2019,4-Apr-19,7,8.705,655
2019,4-Apr-19,8,139.99,827
2019,4-Apr-19,9,468.141,1010
2019,4-Apr-19,10,789.964,1116
2019,4-Apr-19,11,975.159,1150
2019,4-Apr-19,12,1028.334,1157
2019,4-Apr-19,13,1015.07,1159
2019,4-Apr-19,14,1011.495,1152
2019,4-Apr-19,15,1010.561,1157
2019,4-Apr-19,16,906.808,1151
2019,4-Apr-19,17,643.772,1109
2019,4-Apr-19,18,298.277,998
2019,4-Apr-19,19,65.947,806
2019,4-Apr-19,20,1.636,81
2019,4-Apr-19,21,,
2019,4-Apr-19,22,,
2019,4-Apr-19,23,,
2019,4-Apr-19,24,,
2019,5-Apr-19,1,,
2019,5-Apr-19,2,,
2019,5-Apr-19,3,,
2019,5-Apr-19,4,,
2019,5-Apr-19,5,,
2019,5-Apr-19,6,1.099,8
2019,5-Apr-19,7,11.033,694
2019,5-Apr-19,8,137.395,816
2019,5-Apr-19,9,373.367,999
2019,5-Apr-19,10,578.238,1073
2019,5-Apr-19,11,639.565,1089
2019,5-Apr-19,12,681.292,1105
2019,5-Apr-19,13,671.842,1113
2019,5-Apr-19,14,597.695,1096
2019,5-Apr-19,15,480.213,1058
2019,5-Apr-19,16,317.994,1006
2019,5-Apr-19,17,157.965,865
2019,5-Apr-19,18,69.617,790
2019,5-Apr-19,19,15.77,682
2019,5-Apr-19,20,1.257,16
2019,5-Apr-19,21,,
2019,5-Apr-19,22,,
2019,5-Apr-19,23,,
2019,5-Apr-19,24,,
2019,6-Apr-19,1,,
2019,6-Apr-19,2,,
2019,6-Apr-19,3,,
2019,6-Apr-19,4,,
2019,6-Apr-19,5,,
2019,6-Apr-19,6,1.36,7
2019,6-Apr-19,7,1.911,174
2019,6-Apr-19,8,37.982,757
2019,6-Apr-19,9,154.504,937
2019,6-Apr-19,10,404.264,1128
2019,6-Apr-19,11,725.944,1191
2019,6-Apr-19,12,930.861,1221
2019,6-Apr-19,13,932.894,1222
2019,6-Apr-19,14,899.327,1215
2019,6-Apr-19,15,918.169,1217
2019,6-Apr-19,16,798.165,1204
2019,6-Apr-19,17,596.675,1171
2019,6-Apr-19,18,311.565,1078
2019,6-Apr-19,19,65.449,842
2019,6-Apr-19,20,1.655,134
2019,6-Apr-19,21,,
2019,6-Apr-19,22,,
2019,6-Apr-19,23,,
2019,6-Apr-19,24,,
2019,7-Apr-19,1,,
2019,7-Apr-19,2,,
2019,7-Apr-19,3,,
2019,7-Apr-19,4,,
2019,7-Apr-19,5,,
2019,7-Apr-19,6,1.295,7
2019,7-Apr-19,7,11.029,706
2019,7-Apr-19,8,139.9,978
2019,7-Apr-19,9,383.414,1125
2019,7-Apr-19,10,601.867,1175
2019,7-Apr-19,11,740.627,1188
2019,7-Apr-19,12,875.872,1210
2019,7-Apr-19,13,868.274,1213
2019,7-Apr-19,14,843.993,1209
2019,7-Apr-19,15,789.722,1201
2019,7-Apr-19,16,623.487,1177
2019,7-Apr-19,17,385.156,1118
2019,7-Apr-19,18,180.238,1012
2019,7-Apr-19,19,50.459,808
2019,7-Apr-19,20,1.369,61
2019,7-Apr-19,21,,
2019,7-Apr-19,22,,
2019,7-Apr-19,23,,
2019,7-Apr-19,24,,
2019,8-Apr-19,1,,
2019,8-Apr-19,2,,
2019,8-Apr-19,3,,
2019,8-Apr-19,4,,
2019,8-Apr-19,5,,
2019,8-Apr-19,6,1.138,7
2019,8-Apr-19,7,0.94,68
2019,8-Apr-19,8,9.594,524
2019,8-Apr-19,9,31.101,723
2019,8-Apr-19,10,64.084,754
2019,8-Apr-19,11,87.258,762
2019,8-Apr-19,12,116.144,787
2019,8-Apr-19,13,176.256,830
2019,8-Apr-19,14,209.662,864
2019,8-Apr-19,15,187.098,854
2019,8-Apr-19,16,152.182,835
2019,8-Apr-19,17,95.888,800
2019,8-Apr-19,18,57.067,782
2019,8-Apr-19,19,18.445,722
2019,8-Apr-19,20,1.138,37
2019,8-Apr-19,21,,
2019,8-Apr-19,22,,
2019,8-Apr-19,23,,
2019,8-Apr-19,24,,
2019,9-Apr-19,1,,
2019,9-Apr-19,2,,
2019,9-Apr-19,3,,
2019,9-Apr-19,4,,
2019,9-Apr-19,5,,
2019,9-Apr-19,6,1.126,8
2019,9-Apr-19,7,2.693,279
2019,9-Apr-19,8,33.472,734
2019,9-Apr-19,9,95.125,779
2019,9-Apr-19,10,185.165,826
2019,9-Apr-19,11,303.995,886
2019,9-Apr-19,12,397.718,937
2019,9-Apr-19,13,405.621,954
2019,9-Apr-19,14,366.689,929
2019,9-Apr-19,15,321.724,908
2019,9-Apr-19,16,277.652,895
2019,9-Apr-19,17,187.966,872
2019,9-Apr-19,18,64.266,765
2019,9-Apr-19,19,11.286,541
2019,9-Apr-19,20,1.227,60
2019,9-Apr-19,21,,
2019,9-Apr-19,22,,
2019,9-Apr-19,23,,
2019,9-Apr-19,24,,
2019,10-Apr-19,1,,
2019,10-Apr-19,2,,
2019,10-Apr-19,3,,
2019,10-Apr-19,4,,
2019,10-Apr-19,5,,
2019,10-Apr-19,6,2.028,9
2019,10-Apr-19,7,10.279,607
2019,10-Apr-19,8,94.191,798
2019,10-Apr-19,9,232.121,915
2019,10-Apr-19,10,336.914,975
2019,10-Apr-19,11,409.598,1016
2019,10-Apr-19,12,446.287,1041
2019,10-Apr-19,13,546.391,1079
2019,10-Apr-19,14,578.355,1094
2019,10-Apr-19,15,583.664,1082
2019,10-Apr-19,16,579.796,1096
2019,10-Apr-19,17,429.003,1064
2019,10-Apr-19,18,228.932,958
2019,10-Apr-19,19,62.909,806
2019,10-Apr-19,20,2.005,204
2019,10-Apr-19,21,,
2019,10-Apr-19,22,,
2019,10-Apr-19,23,,
2019,10-Apr-19,24,,
2019,11-Apr-19,1,,
2019,11-Apr-19,2,,
2019,11-Apr-19,3,,
2019,11-Apr-19,4,,
2019,11-Apr-19,5,,
2019,11-Apr-19,6,1.785,9
2019,11-Apr-19,7,16.157,723
2019,11-Apr-19,8,178.703,881
2019,11-Apr-19,9,500.802,1049
2019,11-Apr-19,10,783.723,1126
2019,11-Apr-19,11,942.543,1153
2019,11-Apr-19,12,979.308,1169
2019,11-Apr-19,13,935.426,1162
2019,11-Apr-19,14,919.592,1164
2019,11-Apr-19,15,866.705,1165
2019,11-Apr-19,16,486.14,1086
2019,11-Apr-19,17,240.501,953
2019,11-Apr-19,18,93.979,837
2019,11-Apr-19,19,26.306,757
2019,11-Apr-19,20,1.161,70
2019,11-Apr-19,21,,
2019,11-Apr-19,22,,
2019,11-Apr-19,23,,
