"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"04/10/2019","04/07/2019","Actual","ALB",67,34,53,32
"04/10/2019","04/07/2019","Actual","ART",62,38,52,37
"04/10/2019","04/07/2019","Actual","BGM",65,39,52,38
"04/10/2019","04/07/2019","Actual","BUF",65,43,54,41
"04/10/2019","04/07/2019","Actual","ELM",71,31,56,30
"04/10/2019","04/07/2019","Actual","ELZ",66,40,54,40
"04/10/2019","04/07/2019","Actual","FOK",60,31,49,30
"04/10/2019","04/07/2019","Actual","FRG",59,42,50,40
"04/10/2019","04/07/2019","Actual","GFL",61,30,51,29
"04/10/2019","04/07/2019","Actual","HPN",63,40,51,39
"04/10/2019","04/07/2019","Actual","IAG",65,40,54,39
"04/10/2019","04/07/2019","Actual","ISP",59,39,50,38
"04/10/2019","04/07/2019","Actual","ITH",70,36,55,36
"04/10/2019","04/07/2019","Actual","JFK",58,46,51,44
"04/10/2019","04/07/2019","Actual","LGA",63,47,50,43
"04/10/2019","04/07/2019","Actual","MSS",53,32,45,32
"04/10/2019","04/07/2019","Actual","MSV",67,33,53,33
"04/10/2019","04/07/2019","Actual","NYC",65,52,52,46
"04/10/2019","04/07/2019","Actual","PLB",53,34,44,33
"04/10/2019","04/07/2019","Actual","POU",69,34,54,33
"04/10/2019","04/07/2019","Actual","ROC",65,42,53,39
"04/10/2019","04/07/2019","Actual","SLK",51,25,45,25
"04/10/2019","04/07/2019","Actual","SWF",68,36,56,36
"04/10/2019","04/07/2019","Actual","SYR",65,39,53,38
"04/10/2019","04/07/2019","Actual","UCA",64,33,53,33
"04/10/2019","04/08/2019","Actual","ALB",60,50,53,48
"04/10/2019","04/08/2019","Actual","ART",56,41,56,40
"04/10/2019","04/08/2019","Actual","BGM",71,51,58,49
"04/10/2019","04/08/2019","Actual","BUF",57,43,56,43
"04/10/2019","04/08/2019","Actual","ELM",75,48,61,44
"04/10/2019","04/08/2019","Actual","ELZ",65,49,57,46
"04/10/2019","04/08/2019","Actual","FOK",59,46,55,45
"04/10/2019","04/08/2019","Actual","FRG",68,45,61,44
"04/10/2019","04/08/2019","Actual","GFL",50,42,48,41
"04/10/2019","04/08/2019","Actual","HPN",75,50,62,48
"04/10/2019","04/08/2019","Actual","IAG",61,45,54,43
"04/10/2019","04/08/2019","Actual","ISP",69,45,61,45
"04/10/2019","04/08/2019","Actual","ITH",71,50,60,48
"04/10/2019","04/08/2019","Actual","JFK",68,50,62,50
"04/10/2019","04/08/2019","Actual","LGA",78,48,63,46
"04/10/2019","04/08/2019","Actual","MSS",42,33,41,33
"04/10/2019","04/08/2019","Actual","MSV",70,47,60,46
"04/10/2019","04/08/2019","Actual","NYC",78,51,62,48
"04/10/2019","04/08/2019","Actual","PLB",44,34,43,34
"04/10/2019","04/08/2019","Actual","POU",74,50,62,49
"04/10/2019","04/08/2019","Actual","ROC",65,51,59,46
"04/10/2019","04/08/2019","Actual","SLK",49,36,49,36
"04/10/2019","04/08/2019","Actual","SWF",73,50,64,50
"04/10/2019","04/08/2019","Actual","SYR",68,51,61,48
"04/10/2019","04/08/2019","Actual","UCA",64,47,59,46
"04/10/2019","04/09/2019","Actual","ALB",64,41,53,39
"04/10/2019","04/09/2019","Actual","ART",46,32,45,31
"04/10/2019","04/09/2019","Actual","BGM",65,42,55,38
"04/10/2019","04/09/2019","Actual","BUF",54,38,51,36
"04/10/2019","04/09/2019","Actual","ELM",70,38,57,37
"04/10/2019","04/09/2019","Actual","ELZ",58,39,52,36
"04/10/2019","04/09/2019","Actual","FOK",47,42,45,41
"04/10/2019","04/09/2019","Actual","FRG",46,44,45,43
"04/10/2019","04/09/2019","Actual","GFL",50,35,48,34
"04/10/2019","04/09/2019","Actual","HPN",49,41,48,41
"04/10/2019","04/09/2019","Actual","IAG",52,40,48,37
"04/10/2019","04/09/2019","Actual","ISP",48,43,46,43
"04/10/2019","04/09/2019","Actual","ITH",64,41,56,40
"04/10/2019","04/09/2019","Actual","JFK",50,44,48,44
"04/10/2019","04/09/2019","Actual","LGA",50,43,46,42
"04/10/2019","04/09/2019","Actual","MSS",34,29,34,28
"04/10/2019","04/09/2019","Actual","MSV",62,41,55,38
"04/10/2019","04/09/2019","Actual","NYC",50,46,48,44
"04/10/2019","04/09/2019","Actual","PLB",33,29,33,28
"04/10/2019","04/09/2019","Actual","POU",57,41,50,40
"04/10/2019","04/09/2019","Actual","ROC",61,44,54,39
"04/10/2019","04/09/2019","Actual","SLK",44,27,43,26
"04/10/2019","04/09/2019","Actual","SWF",55,45,53,45
"04/10/2019","04/09/2019","Actual","SYR",66,42,58,39
"04/10/2019","04/09/2019","Actual","UCA",63,40,56,38
"04/10/2019","04/10/2019","Forecast","ALB",49,38,41,32
"04/10/2019","04/10/2019","Forecast","ART",42,31,35,29
"04/10/2019","04/10/2019","Forecast","BGM",41,32,36,28
"04/10/2019","04/10/2019","Forecast","BUF",42,36,39,32
"04/10/2019","04/10/2019","Forecast","ELM",46,34,40,30
"04/10/2019","04/10/2019","Forecast","ELZ",41,32,37,29
"04/10/2019","04/10/2019","Forecast","FOK",54,38,44,36
"04/10/2019","04/10/2019","Forecast","FRG",55,40,44,38
"04/10/2019","04/10/2019","Forecast","GFL",45,34,40,30
"04/10/2019","04/10/2019","Forecast","HPN",54,41,44,36
"04/10/2019","04/10/2019","Forecast","IAG",42,35,38,32
"04/10/2019","04/10/2019","Forecast","ISP",55,39,44,38
"04/10/2019","04/10/2019","Forecast","ITH",42,32,38,29
"04/10/2019","04/10/2019","Forecast","JFK",56,42,45,40
"04/10/2019","04/10/2019","Forecast","LGA",57,45,45,40
"04/10/2019","04/10/2019","Forecast","MSS",40,28,34,27
"04/10/2019","04/10/2019","Forecast","MSV",47,35,38,30
"04/10/2019","04/10/2019","Forecast","NYC",57,46,45,39
"04/10/2019","04/10/2019","Forecast","PLB",40,30,34,28
"04/10/2019","04/10/2019","Forecast","POU",54,37,43,35
"04/10/2019","04/10/2019","Forecast","ROC",44,35,39,33
"04/10/2019","04/10/2019","Forecast","SLK",35,24,30,22
"04/10/2019","04/10/2019","Forecast","SWF",53,41,44,35
"04/10/2019","04/10/2019","Forecast","SYR",43,33,38,31
"04/10/2019","04/10/2019","Forecast","UCA",42,30,37,28
"04/10/2019","04/11/2019","Forecast","ALB",53,33,40,29
"04/10/2019","04/11/2019","Forecast","ART",46,26,37,24
"04/10/2019","04/11/2019","Forecast","BGM",49,29,39,26
"04/10/2019","04/11/2019","Forecast","BUF",47,33,39,30
"04/10/2019","04/11/2019","Forecast","ELM",53,29,42,27
"04/10/2019","04/11/2019","Forecast","ELZ",49,30,40,27
"04/10/2019","04/11/2019","Forecast","FOK",50,34,40,31
"04/10/2019","04/11/2019","Forecast","FRG",52,39,41,34
"04/10/2019","04/11/2019","Forecast","GFL",51,28,39,25
"04/10/2019","04/11/2019","Forecast","HPN",54,36,41,32
"04/10/2019","04/11/2019","Forecast","IAG",45,32,38,29
"04/10/2019","04/11/2019","Forecast","ISP",52,38,41,34
"04/10/2019","04/11/2019","Forecast","ITH",49,28,39,26
"04/10/2019","04/11/2019","Forecast","JFK",51,40,41,35
"04/10/2019","04/11/2019","Forecast","LGA",54,41,42,35
"04/10/2019","04/11/2019","Forecast","MSS",43,24,35,22
"04/10/2019","04/11/2019","Forecast","MSV",52,30,40,27
"04/10/2019","04/11/2019","Forecast","NYC",55,42,42,35
"04/10/2019","04/11/2019","Forecast","PLB",44,27,36,24
"04/10/2019","04/11/2019","Forecast","POU",56,33,42,30
"04/10/2019","04/11/2019","Forecast","ROC",46,33,38,30
"04/10/2019","04/11/2019","Forecast","SLK",41,17,33,16
"04/10/2019","04/11/2019","Forecast","SWF",55,33,42,30
"04/10/2019","04/11/2019","Forecast","SYR",49,30,38,28
"04/10/2019","04/11/2019","Forecast","UCA",48,27,37,25
