"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/12/2019","01/09/2019","Actual","ALB",40,33,37,29
"01/12/2019","01/09/2019","Actual","ART",36,28,36,26
"01/12/2019","01/09/2019","Actual","BGM",36,22,36,21
"01/12/2019","01/09/2019","Actual","BUF",37,24,36,22
"01/12/2019","01/09/2019","Actual","ELM",40,27,39,24
"01/12/2019","01/09/2019","Actual","ELZ",34,21,34,20
"01/12/2019","01/09/2019","Actual","FOK",47,34,43,29
"01/12/2019","01/09/2019","Actual","FRG",46,34,43,29
"01/12/2019","01/09/2019","Actual","GFL",40,32,36,28
"01/12/2019","01/09/2019","Actual","HPN",43,32,39,27
"01/12/2019","01/09/2019","Actual","IAG",36,25,35,23
"01/12/2019","01/09/2019","Actual","ISP",47,34,43,29
"01/12/2019","01/09/2019","Actual","ITH",38,25,38,24
"01/12/2019","01/09/2019","Actual","JFK",46,35,43,29
"01/12/2019","01/09/2019","Actual","LGA",46,36,43,29
"01/12/2019","01/09/2019","Actual","MSS",36,30,34,30
"01/12/2019","01/09/2019","Actual","MSV",36,25,36,23
"01/12/2019","01/09/2019","Actual","NYC",44,34,42,28
"01/12/2019","01/09/2019","Actual","PLB",34,26,33,25
"01/12/2019","01/09/2019","Actual","POU",43,33,38,28
"01/12/2019","01/09/2019","Actual","ROC",43,27,42,26
"01/12/2019","01/09/2019","Actual","SLK",33,25,33,24
"01/12/2019","01/09/2019","Actual","SWF",43,32,38,28
"01/12/2019","01/09/2019","Actual","SYR",40,26,40,25
"01/12/2019","01/09/2019","Actual","UCA",37,27,37,26
"01/12/2019","01/10/2019","Actual","ALB",32,24,28,20
"01/12/2019","01/10/2019","Actual","ART",28,6,26,5
"01/12/2019","01/10/2019","Actual","BGM",22,15,21,14
"01/12/2019","01/10/2019","Actual","BUF",23,16,22,15
"01/12/2019","01/10/2019","Actual","ELM",27,19,24,16
"01/12/2019","01/10/2019","Actual","ELZ",21,12,20,11
"01/12/2019","01/10/2019","Actual","FOK",36,31,30,26
"01/12/2019","01/10/2019","Actual","FRG",35,28,28,24
"01/12/2019","01/10/2019","Actual","GFL",33,21,28,18
"01/12/2019","01/10/2019","Actual","HPN",32,27,29,23
"01/12/2019","01/10/2019","Actual","IAG",24,18,22,16
"01/12/2019","01/10/2019","Actual","ISP",35,29,28,25
"01/12/2019","01/10/2019","Actual","ITH",25,15,23,14
"01/12/2019","01/10/2019","Actual","JFK",35,30,29,26
"01/12/2019","01/10/2019","Actual","LGA",35,30,29,26
"01/12/2019","01/10/2019","Actual","MSS",30,10,29,8
"01/12/2019","01/10/2019","Actual","MSV",24,19,23,17
"01/12/2019","01/10/2019","Actual","NYC",34,29,28,24
"01/12/2019","01/10/2019","Actual","PLB",27,10,25,8
"01/12/2019","01/10/2019","Actual","POU",32,26,28,22
"01/12/2019","01/10/2019","Actual","ROC",25,15,24,13
"01/12/2019","01/10/2019","Actual","SLK",25,4,24,3
"01/12/2019","01/10/2019","Actual","SWF",30,25,28,23
"01/12/2019","01/10/2019","Actual","SYR",27,15,26,14
"01/12/2019","01/10/2019","Actual","UCA",27,17,26,15
"01/12/2019","01/11/2019","Actual","ALB",24,12,21,10
"01/12/2019","01/11/2019","Actual","ART",7,-1,6,-2
"01/12/2019","01/11/2019","Actual","BGM",14,8,13,7
"01/12/2019","01/11/2019","Actual","BUF",19,11,16,10
"01/12/2019","01/11/2019","Actual","ELM",23,12,18,10
"01/12/2019","01/11/2019","Actual","ELZ",19,7,15,7
"01/12/2019","01/11/2019","Actual","FOK",31,21,26,17
"01/12/2019","01/11/2019","Actual","FRG",30,21,23,17
"01/12/2019","01/11/2019","Actual","GFL",21,9,18,6
"01/12/2019","01/11/2019","Actual","HPN",32,19,25,15
"01/12/2019","01/11/2019","Actual","IAG",19,12,17,10
"01/12/2019","01/11/2019","Actual","ISP",31,22,24,18
"01/12/2019","01/11/2019","Actual","ITH",14,-1,12,-2
"01/12/2019","01/11/2019","Actual","JFK",32,22,24,18
"01/12/2019","01/11/2019","Actual","LGA",31,22,26,18
"01/12/2019","01/11/2019","Actual","MSS",9,-3,7,-4
"01/12/2019","01/11/2019","Actual","MSV",20,10,17,9
"01/12/2019","01/11/2019","Actual","NYC",30,21,23,17
"01/12/2019","01/11/2019","Actual","PLB",9,2,7,0
"01/12/2019","01/11/2019","Actual","POU",29,16,22,13
"01/12/2019","01/11/2019","Actual","ROC",19,11,16,10
"01/12/2019","01/11/2019","Actual","SLK",3,-8,2,-8
"01/12/2019","01/11/2019","Actual","SWF",27,16,22,14
"01/12/2019","01/11/2019","Actual","SYR",15,10,13,9
"01/12/2019","01/11/2019","Actual","UCA",14,7,13,6
"01/12/2019","01/12/2019","Forecast","ALB",24,12,19,10
"01/12/2019","01/12/2019","Forecast","ART",15,2,12,2
"01/12/2019","01/12/2019","Forecast","BGM",20,7,17,6
"01/12/2019","01/12/2019","Forecast","BUF",24,16,21,15
"01/12/2019","01/12/2019","Forecast","ELM",27,12,22,10
"01/12/2019","01/12/2019","Forecast","ELZ",23,9,19,8
"01/12/2019","01/12/2019","Forecast","FOK",31,13,25,11
"01/12/2019","01/12/2019","Forecast","FRG",31,20,25,16
"01/12/2019","01/12/2019","Forecast","GFL",21,9,17,7
"01/12/2019","01/12/2019","Forecast","HPN",29,16,23,14
"01/12/2019","01/12/2019","Forecast","IAG",24,17,21,15
"01/12/2019","01/12/2019","Forecast","ISP",31,17,25,15
"01/12/2019","01/12/2019","Forecast","ITH",21,2,19,1
"01/12/2019","01/12/2019","Forecast","JFK",32,21,26,17
"01/12/2019","01/12/2019","Forecast","LGA",32,22,26,18
"01/12/2019","01/12/2019","Forecast","MSS",10,-2,8,-3
"01/12/2019","01/12/2019","Forecast","MSV",23,7,19,6
"01/12/2019","01/12/2019","Forecast","NYC",32,21,25,17
"01/12/2019","01/12/2019","Forecast","PLB",12,0,10,-1
"01/12/2019","01/12/2019","Forecast","POU",28,12,23,11
"01/12/2019","01/12/2019","Forecast","ROC",24,15,21,13
"01/12/2019","01/12/2019","Forecast","SLK",8,-8,6,-9
"01/12/2019","01/12/2019","Forecast","SWF",29,14,23,13
"01/12/2019","01/12/2019","Forecast","SYR",19,8,17,7
"01/12/2019","01/12/2019","Forecast","UCA",17,4,14,3
"01/12/2019","01/13/2019","Forecast","ALB",22,12,18,10
"01/12/2019","01/13/2019","Forecast","ART",13,-1,11,-2
