"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/02/2019","12/30/2018","Actual","ALB",33,23,30,20
"01/02/2019","12/30/2018","Actual","ART",32,12,31,11
"01/02/2019","12/30/2018","Actual","BGM",31,24,29,22
"01/02/2019","12/30/2018","Actual","BUF",34,26,31,24
"01/02/2019","12/30/2018","Actual","ELM",38,23,33,22
"01/02/2019","12/30/2018","Actual","ELZ",32,26,29,25
"01/02/2019","12/30/2018","Actual","FOK",36,23,32,22
"01/02/2019","12/30/2018","Actual","FRG",37,31,33,29
"01/02/2019","12/30/2018","Actual","GFL",29,20,27,18
"01/02/2019","12/30/2018","Actual","HPN",34,30,31,27
"01/02/2019","12/30/2018","Actual","IAG",33,25,30,23
"01/02/2019","12/30/2018","Actual","ISP",37,30,33,28
"01/02/2019","12/30/2018","Actual","ITH",34,24,32,22
"01/02/2019","12/30/2018","Actual","JFK",40,33,35,30
"01/02/2019","12/30/2018","Actual","LGA",40,33,36,30
"01/02/2019","12/30/2018","Actual","MSS",25,10,24,9
"01/02/2019","12/30/2018","Actual","MSV",32,25,31,24
"01/02/2019","12/30/2018","Actual","NYC",39,34,36,30
"01/02/2019","12/30/2018","Actual","PLB",25,5,23,4
"01/02/2019","12/30/2018","Actual","POU",33,27,30,25
"01/02/2019","12/30/2018","Actual","ROC",33,23,32,23
"01/02/2019","12/30/2018","Actual","SLK",25,3,25,3
"01/02/2019","12/30/2018","Actual","SWF",34,27,33,26
"01/02/2019","12/30/2018","Actual","SYR",30,21,28,19
"01/02/2019","12/30/2018","Actual","UCA",29,18,28,17
"01/02/2019","12/31/2018","Actual","ALB",41,30,38,29
"01/02/2019","12/31/2018","Actual","ART",43,22,41,21
"01/02/2019","12/31/2018","Actual","BGM",39,27,39,26
"01/02/2019","12/31/2018","Actual","BUF",53,27,51,26
"01/02/2019","12/31/2018","Actual","ELM",45,22,43,21
"01/02/2019","12/31/2018","Actual","ELZ",43,29,43,28
"01/02/2019","12/31/2018","Actual","FOK",46,22,44,21
"01/02/2019","12/31/2018","Actual","FRG",45,28,44,28
"01/02/2019","12/31/2018","Actual","GFL",37,22,35,21
"01/02/2019","12/31/2018","Actual","HPN",43,28,43,27
"01/02/2019","12/31/2018","Actual","IAG",49,24,47,23
"01/02/2019","12/31/2018","Actual","ISP",45,27,45,27
"01/02/2019","12/31/2018","Actual","ITH",41,24,40,23
"01/02/2019","12/31/2018","Actual","JFK",46,30,46,30
"01/02/2019","12/31/2018","Actual","LGA",46,36,45,35
"01/02/2019","12/31/2018","Actual","MSS",39,25,35,24
"01/02/2019","12/31/2018","Actual","MSV",35,22,35,21
"01/02/2019","12/31/2018","Actual","NYC",46,36,45,34
"01/02/2019","12/31/2018","Actual","PLB",35,24,34,23
"01/02/2019","12/31/2018","Actual","POU",42,26,40,25
"01/02/2019","12/31/2018","Actual","ROC",48,22,46,21
"01/02/2019","12/31/2018","Actual","SLK",35,24,34,24
"01/02/2019","12/31/2018","Actual","SWF",41,25,41,25
"01/02/2019","12/31/2018","Actual","SYR",44,20,42,20
"01/02/2019","12/31/2018","Actual","UCA",36,21,36,21
"01/02/2019","01/01/2019","Actual","ALB",53,30,47,26
"01/02/2019","01/01/2019","Actual","ART",52,14,50,13
"01/02/2019","01/01/2019","Actual","BGM",48,27,46,25
"01/02/2019","01/01/2019","Actual","BUF",56,25,54,23
"01/02/2019","01/01/2019","Actual","ELM",53,31,49,28
"01/02/2019","01/01/2019","Actual","ELZ",54,28,51,27
"01/02/2019","01/01/2019","Actual","FOK",61,39,54,34
"01/02/2019","01/01/2019","Actual","FRG",59,40,56,35
"01/02/2019","01/01/2019","Actual","GFL",48,26,42,22
"01/02/2019","01/01/2019","Actual","HPN",56,37,52,33
"01/02/2019","01/01/2019","Actual","IAG",54,22,52,20
"01/02/2019","01/01/2019","Actual","ISP",60,41,56,36
"01/02/2019","01/01/2019","Actual","ITH",50,27,48,25
"01/02/2019","01/01/2019","Actual","JFK",59,42,55,36
"01/02/2019","01/01/2019","Actual","LGA",60,42,55,36
"01/02/2019","01/01/2019","Actual","MSS",34,12,34,11
"01/02/2019","01/01/2019","Actual","MSV",47,30,46,28
"01/02/2019","01/01/2019","Actual","NYC",58,41,55,35
"01/02/2019","01/01/2019","Actual","PLB",38,17,38,15
"01/02/2019","01/01/2019","Actual","POU",55,36,49,32
"01/02/2019","01/01/2019","Actual","ROC",53,25,50,23
"01/02/2019","01/01/2019","Actual","SLK",45,12,44,11
"01/02/2019","01/01/2019","Actual","SWF",54,36,52,32
"01/02/2019","01/01/2019","Actual","SYR",52,24,49,22
"01/02/2019","01/01/2019","Actual","UCA",51,23,47,21
"01/02/2019","01/02/2019","Forecast","ALB",32,23,26,20
"01/02/2019","01/02/2019","Forecast","ART",27,11,25,10
"01/02/2019","01/02/2019","Forecast","BGM",31,24,29,22
"01/02/2019","01/02/2019","Forecast","BUF",33,23,31,21
"01/02/2019","01/02/2019","Forecast","ELM",36,29,34,26
"01/02/2019","01/02/2019","Forecast","ELZ",33,26,32,25
"01/02/2019","01/02/2019","Forecast","FOK",37,29,33,25
"01/02/2019","01/02/2019","Forecast","FRG",39,33,34,29
"01/02/2019","01/02/2019","Forecast","GFL",29,19,23,17
"01/02/2019","01/02/2019","Forecast","HPN",37,31,32,27
"01/02/2019","01/02/2019","Forecast","IAG",31,21,30,19
"01/02/2019","01/02/2019","Forecast","ISP",41,33,36,29
"01/02/2019","01/02/2019","Forecast","ITH",33,23,31,21
"01/02/2019","01/02/2019","Forecast","JFK",41,35,35,31
"01/02/2019","01/02/2019","Forecast","LGA",41,36,35,31
"01/02/2019","01/02/2019","Forecast","MSS",18,6,15,5
"01/02/2019","01/02/2019","Forecast","MSV",33,26,27,23
"01/02/2019","01/02/2019","Forecast","NYC",40,35,34,30
"01/02/2019","01/02/2019","Forecast","PLB",21,11,18,10
