"Time Stamp","Time Zone","Name","PTID","Energy Bid Load","Bilateral Load","Price Cap Load","Virtual Load","Virtual Supply"
"05/28/2018 00:00:00","EDT","CAPITL",61757,745,182,0,3,-118
"05/28/2018 00:00:00","EDT","CENTRL",61754,905,1430,0,4,-1145
"05/28/2018 00:00:00","EDT","DUNWOD",61760,145,183,181,3,-50
"05/28/2018 00:00:00","EDT","GENESE",61753,609,171,0,4,-77
"05/28/2018 00:00:00","EDT","HUD VL",61758,574,112,153,23,-236
"05/28/2018 00:00:00","EDT","LONGIL",61762,351,1441,0,22,-23
"05/28/2018 00:00:00","EDT","MHK VL",61756,362,141,0,4,-122
"05/28/2018 00:00:00","EDT","MILLWD",61759,117,54,34,3,-45
"05/28/2018 00:00:00","EDT","N.Y.C.",61761,1814,1672,1151,26,-125
"05/28/2018 00:00:00","EDT","NORTH",61755,69,331,0,0,-301
"05/28/2018 00:00:00","EDT","WEST",61752,817,545,0,95,-6
"05/28/2018 01:00:00","EDT","CAPITL",61757,700,184,0,8,-98
"05/28/2018 01:00:00","EDT","CENTRL",61754,860,1425,0,0,-1142
"05/28/2018 01:00:00","EDT","DUNWOD",61760,137,180,165,7,-53
"05/28/2018 01:00:00","EDT","GENESE",61753,556,169,0,0,-95
"05/28/2018 01:00:00","EDT","HUD VL",61758,536,108,141,47,-236
"05/28/2018 01:00:00","EDT","LONGIL",61762,249,1440,0,22,-9
"05/28/2018 01:00:00","EDT","MHK VL",61756,341,139,0,0,-101
"05/28/2018 01:00:00","EDT","MILLWD",61759,130,53,30,7,-49
"05/28/2018 01:00:00","EDT","N.Y.C.",61761,1710,1674,1025,29,-173
"05/28/2018 01:00:00","EDT","NORTH",61755,66,333,0,0,-295
"05/28/2018 01:00:00","EDT","WEST",61752,755,538,0,185,0
"05/28/2018 02:00:00","EDT","CAPITL",61757,670,184,0,4,-107
"05/28/2018 02:00:00","EDT","CENTRL",61754,814,1423,0,0,-1147
"05/28/2018 02:00:00","EDT","DUNWOD",61760,136,167,158,10,-75
"05/28/2018 02:00:00","EDT","GENESE",61753,531,166,0,0,-98
"05/28/2018 02:00:00","EDT","HUD VL",61758,517,105,135,50,-74
"05/28/2018 02:00:00","EDT","LONGIL",61762,186,1440,0,17,-59
"05/28/2018 02:00:00","EDT","MHK VL",61756,324,138,0,0,-104
"05/28/2018 02:00:00","EDT","MILLWD",61759,107,50,29,10,-39
"05/28/2018 02:00:00","EDT","N.Y.C.",61761,1646,1653,956,32,-90
"05/28/2018 02:00:00","EDT","NORTH",61755,64,329,0,0,-279
"05/28/2018 02:00:00","EDT","WEST",61752,728,534,0,151,-3
"05/28/2018 03:00:00","EDT","CAPITL",61757,663,182,0,4,-93
"05/28/2018 03:00:00","EDT","CENTRL",61754,802,1422,0,0,-1148
"05/28/2018 03:00:00","EDT","DUNWOD",61760,130,165,152,4,-67
"05/28/2018 03:00:00","EDT","GENESE",61753,518,166,0,0,-103
"05/28/2018 03:00:00","EDT","HUD VL",61758,505,103,131,44,-74
"05/28/2018 03:00:00","EDT","LONGIL",61762,176,1439,0,17,-59
"05/28/2018 03:00:00","EDT","MHK VL",61756,319,139,0,0,-116
"05/28/2018 03:00:00","EDT","MILLWD",61759,111,48,28,4,-35
"05/28/2018 03:00:00","EDT","N.Y.C.",61761,1601,1655,898,26,-90
"05/28/2018 03:00:00","EDT","NORTH",61755,63,332,0,0,-280
"05/28/2018 03:00:00","EDT","WEST",61752,720,533,0,141,-3
"05/28/2018 04:00:00","EDT","CAPITL",61757,661,183,0,4,-93
"05/28/2018 04:00:00","EDT","CENTRL",61754,805,1421,0,0,-1148
"05/28/2018 04:00:00","EDT","DUNWOD",61760,133,160,148,4,-34
"05/28/2018 04:00:00","EDT","GENESE",61753,522,166,0,0,-94
"05/28/2018 04:00:00","EDT","HUD VL",61758,507,104,129,34,-85
"05/28/2018 04:00:00","EDT","LONGIL",61762,176,1439,0,17,-7
"05/28/2018 04:00:00","EDT","MHK VL",61756,328,137,0,0,-109
"05/28/2018 04:00:00","EDT","MILLWD",61759,74,48,28,4,-35
"05/28/2018 04:00:00","EDT","N.Y.C.",61761,1601,1641,865,26,-90
"05/28/2018 04:00:00","EDT","NORTH",61755,66,331,0,0,-341
"05/28/2018 04:00:00","EDT","WEST",61752,733,531,0,158,-4
"05/28/2018 05:00:00","EDT","CAPITL",61757,677,184,0,6,-93
"05/28/2018 05:00:00","EDT","CENTRL",61754,833,1428,0,0,-1180
"05/28/2018 05:00:00","EDT","DUNWOD",61760,136,158,151,4,-100
"05/28/2018 05:00:00","EDT","GENESE",61753,550,168,0,0,-112
"05/28/2018 05:00:00","EDT","HUD VL",61758,526,104,128,19,-162
"05/28/2018 05:00:00","EDT","LONGIL",61762,178,1440,0,17,-4
"05/28/2018 05:00:00","EDT","MHK VL",61756,345,140,0,0,-120
"05/28/2018 05:00:00","EDT","MILLWD",61759,65,49,28,4,-68
"05/28/2018 05:00:00","EDT","N.Y.C.",61761,1646,1627,875,26,-90
"05/28/2018 05:00:00","EDT","NORTH",61755,64,335,0,0,-351
"05/28/2018 05:00:00","EDT","WEST",61752,754,543,0,105,-26
"05/28/2018 06:00:00","EDT","CAPITL",61757,736,190,0,0,-104
"05/28/2018 06:00:00","EDT","CENTRL",61754,885,1439,0,0,-1231
"05/28/2018 06:00:00","EDT","DUNWOD",61760,142,162,153,0,-161
"05/28/2018 06:00:00","EDT","GENESE",61753,591,177,0,0,-122
"05/28/2018 06:00:00","EDT","HUD VL",61758,559,108,129,0,-373
"05/28/2018 06:00:00","EDT","LONGIL",61762,206,1442,0,42,-52
"05/28/2018 06:00:00","EDT","MHK VL",61756,364,146,0,41,-174
"05/28/2018 06:00:00","EDT","MILLWD",61759,97,50,28,0,-106
"05/28/2018 06:00:00","EDT","N.Y.C.",61761,1782,1613,889,122,-138
"05/28/2018 06:00:00","EDT","NORTH",61755,74,335,0,0,-411
"05/28/2018 06:00:00","EDT","WEST",61752,819,539,0,72,-26
"05/28/2018 07:00:00","EDT","CAPITL",61757,821,193,0,27,-99
"05/28/2018 07:00:00","EDT","CENTRL",61754,952,1459,0,38,-1248
"05/28/2018 07:00:00","EDT","DUNWOD",61760,149,164,161,0,-142
"05/28/2018 07:00:00","EDT","GENESE",61753,633,186,0,13,-165
"05/28/2018 07:00:00","EDT","HUD VL",61758,602,116,135,0,-446
"05/28/2018 07:00:00","EDT","LONGIL",61762,295,1443,0,42,-112
