Forecast Date,Vintage Date,Vintage,Station ID,Max Temp,Min Temp,Max Wet Bulb,Min Wet Bulb,                                                                                                              
05/27/2019,05/24/2019,Actual,ALB,68,59,59,53                                                                                                                                                            
05/27/2019,05/24/2019,Actual,ART,64,51,56,50                                                                                                                                                            
05/27/2019,05/24/2019,Actual,BGM,66,52,57,48                                                                                                                                                            
05/27/2019,05/24/2019,Actual,BUF,64,53,57,50                                                                                                                                                            
05/27/2019,05/24/2019,Actual,ELM,70,54,60,51                                                                                                                                                            
05/27/2019,05/24/2019,Actual,ELZ,67,50,57,48                                                                                                                                                            
05/27/2019,05/24/2019,Actual,FOK,76,58,64,53                                                                                                                                                            
05/27/2019,05/24/2019,Actual,FRG,74,60,65,55                                                                                                                                                            
05/27/2019,05/24/2019,Actual,GFL,65,50,58,48                                                                                                                                                            
05/27/2019,05/24/2019,Actual,HPN,71,60,66,54                                                                                                                                                            
05/27/2019,05/24/2019,Actual,IAG,66,53,58,49                                                                                                                                                            
05/27/2019,05/24/2019,Actual,ISP,75,62,64,57                                                                                                                                                            
05/27/2019,05/24/2019,Actual,ITH,62,47,57,47                                                                                                                                                            
05/27/2019,05/24/2019,Actual,JFK,75,64,68,56                                                                                                                                                            
05/27/2019,05/24/2019,Actual,LGA,73,64,67,55                                                                                                                                                            
05/27/2019,05/24/2019,Actual,MSS,65,49,57,48                                                                                                                                                            
05/27/2019,05/24/2019,Actual,MSV,63,54,62,51                                                                                                                                                            
05/27/2019,05/24/2019,Actual,NYC,73,63,67,54                                                                                                                                                            
05/27/2019,05/24/2019,Actual,PLB,62,50,57,49                                                                                                                                                            
05/27/2019,05/24/2019,Actual,POU,72,61,64,55                                                                                                                                                            
05/27/2019,05/24/2019,Actual,ROC,68,56,58,51                                                                                                                                                            
05/27/2019,05/24/2019,Actual,SLK,56,43,54,43                                                                                                                                                            
05/27/2019,05/24/2019,Actual,SWF,70,57,66,54                                                                                                                                                            
05/27/2019,05/24/2019,Actual,SYR,64,53,56,51                                                                                                                                                            
05/27/2019,05/24/2019,Actual,UCA,61,51,58,50                                                                                                                                                            
05/27/2019,05/25/2019,Actual,ALB,72,47,60,45                                                                                                                                                            
05/27/2019,05/25/2019,Actual,ART,70,44,64,44                                                                                                                                                            
05/27/2019,05/25/2019,Actual,BGM,71,45,62,44                                                                                                                                                            
05/27/2019,05/25/2019,Actual,BUF,82,53,70,51                                                                                                                                                            
05/27/2019,05/25/2019,Actual,ELM,80,45,67,44                                                                                                                                                            
05/27/2019,05/25/2019,Actual,ELZ,79,51,68,51                                                                                                                                                            
05/27/2019,05/25/2019,Actual,FOK,66,40,56,39                                                                                                                                                            
05/27/2019,05/25/2019,Actual,FRG,65,52,57,49                                                                                                                                                            
05/27/2019,05/25/2019,Actual,GFL,69,42,61,42                                                                                                                                                            
05/27/2019,05/25/2019,Actual,HPN,68,51,57,50                                                                                                                                                            
05/27/2019,05/25/2019,Actual,IAG,82,50,71,48                                                                                                                                                            
05/27/2019,05/25/2019,Actual,ISP,68,50,57,48                                                                                                                                                            
05/27/2019,05/25/2019,Actual,ITH,74,44,65,44                                                                                                                                                            
05/27/2019,05/25/2019,Actual,JFK,65,53,57,52                                                                                                                                                            
05/27/2019,05/25/2019,Actual,LGA,70,57,58,51                                                                                                                                                            
05/27/2019,05/25/2019,Actual,MSS,66,44,61,43                                                                                                                                                            
05/27/2019,05/25/2019,Actual,MSV,66,43,58,43                                                                                                                                                            
05/27/2019,05/25/2019,Actual,NYC,70,55,58,51                                                                                                                                                            
05/27/2019,05/25/2019,Actual,PLB,66,44,57,43                                                                                                                                                            
05/27/2019,05/25/2019,Actual,POU,72,49,60,48                                                                                                                                                            
05/27/2019,05/25/2019,Actual,ROC,85,52,73,50                                                                                                                                                            
05/27/2019,05/25/2019,Actual,SLK,63,41,57,41                                                                                                                                                            
05/27/2019,05/25/2019,Actual,SWF,72,50,61,50                                                                                                                                                            
05/27/2019,05/25/2019,Actual,SYR,74,47,64,46                                                                                                                                                            
05/27/2019,05/25/2019,Actual,UCA,71,45,63,44                                                                                                                                                            
05/27/2019,05/26/2019,Actual,ALB,85,58,68,54                                                                                                                                                            
05/27/2019,05/26/2019,Actual,ART,69,53,65,51                                                                                                                                                            
05/27/2019,05/26/2019,Actual,BGM,78,59,66,53                                                                                                                                                            
05/27/2019,05/26/2019,Actual,BUF,71,56,64,53                                                                                                                                                            
05/27/2019,05/26/2019,Actual,ELM,81,58,69,57                                                                                                                                                            
05/27/2019,05/26/2019,Actual,ELZ,74,59,68,58                                                                                                                                                            
05/27/2019,05/26/2019,Actual,FOK,84,56,69,54                                                                                                                                                            
05/27/2019,05/26/2019,Actual,FRG,84,58,69,55                                                                                                                                                            
05/27/2019,05/26/2019,Actual,GFL,85,56,68,54                                                                                                                                                            
05/27/2019,05/26/2019,Actual,HPN,83,57,68,55                                                                                                                                                            
05/27/2019,05/26/2019,Actual,IAG,75,55,65,53                                                                                                                                                            
05/27/2019,05/26/2019,Actual,ISP,86,59,70,56                                                                                                                                                            
05/27/2019,05/26/2019,Actual,ITH,78,54,68,54                                                                                                                                                            
05/27/2019,05/26/2019,Actual,JFK,83,59,71,58                                                                                                                                                            
05/27/2019,05/26/2019,Actual,LGA,88,62,68,57                                                                                                                                                            
05/27/2019,05/26/2019,Actual,MSS,74,57,64,54                                                                                                                                                            
05/27/2019,05/26/2019,Actual,MSV,80,58,67,56                                                                                                                                                            
05/27/2019,05/26/2019,Actual,NYC,86,60,69,56                                                                                                                                                            
05/27/2019,05/26/2019,Actual,PLB,77,54,65,54                                                                                                                                                            
05/27/2019,05/26/2019,Actual,POU,86,58,69,54                                                                                                                                                            
05/27/2019,05/26/2019,Actual,ROC,78,59,67,53                                                                                                                                                            
05/27/2019,05/26/2019,Actual,SLK,72,49,62,48                                                                                                                                                            
05/27/2019,05/26/2019,Actual,SWF,84,57,70,56                                                                                                                                                            
05/27/2019,05/26/2019,Actual,SYR,79,60,66,54                                                                                                                                                            
05/27/2019,05/26/2019,Actual,UCA,77,57,66,54                                                                                                                                                            
05/27/2019,05/27/2019,Forecast,ALB,74,58,60,53                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,ART,63,45,55,45                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,BGM,69,52,57,49                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,BUF,70,51,59,50                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,ELM,75,48,60,47                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,ELZ,69,51,57,50                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,FOK,74,58,65,54                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,FRG,76,64,68,57                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,GFL,70,54,57,49                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,HPN,76,60,64,55                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,IAG,69,49,59,48                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,ISP,77,63,66,56                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,ITH,70,48,59,47                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,JFK,76,65,70,58                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,LGA,78,67,67,56                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,MSS,64,47,53,45                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,MSV,73,52,58,50                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,NYC,79,66,68,56                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,PLB,63,49,56,45                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,POU,77,56,62,54                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,ROC,69,52,58,50                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,SLK,57,38,49,37                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,SWF,77,57,65,54                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,SYR,71,53,59,50                                                                                                                                                          
05/27/2019,05/27/2019,Forecast,UCA,69,49,58,47                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,ALB,58,53,54,48                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,ART,57,50,54,46                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,BGM,64,53,62,50                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,BUF,63,55,60,52                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,ELM,73,54,67,51                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,ELZ,68,55,65,51                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,FOK,60,53,57,52                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,FRG,63,59,61,55                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,GFL,55,49,52,45                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,HPN,63,58,61,53                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,IAG,62,53,59,52                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,ISP,63,58,60,54                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,ITH,65,53,64,50                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,JFK,65,61,61,56                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,LGA,68,62,63,56                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,MSS,56,45,52,41                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,MSV,62,53,59,50                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,NYC,68,62,63,56                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,PLB,54,44,51,41                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,POU,61,56,59,52                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,ROC,62,55,59,52                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,SLK,51,37,47,36                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,SWF,61,56,59,52                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,SYR,62,54,59,50                                                                                                                                                          
05/27/2019,05/28/2019,Forecast,UCA,57,50,55,47                                                                                                                                                          
