Forecast Date,Vintage Date,Vintage,Station ID,Max Temp,Min Temp,Max Wet Bulb,Min Wet Bulb,                                                                                                              
05/18/2019,05/15/2019,Actual,ALB,65,43,53,41                                                                                                                                                            
05/18/2019,05/15/2019,Actual,ART,56,38,51,38                                                                                                                                                            
05/18/2019,05/15/2019,Actual,BGM,63,39,51,39                                                                                                                                                            
05/18/2019,05/15/2019,Actual,BUF,58,40,52,39                                                                                                                                                            
05/18/2019,05/15/2019,Actual,ELM,69,38,54,38                                                                                                                                                            
05/18/2019,05/15/2019,Actual,ELZ,62,38,50,38                                                                                                                                                            
05/18/2019,05/15/2019,Actual,FOK,65,45,51,44                                                                                                                                                            
05/18/2019,05/15/2019,Actual,FRG,63,45,53,43                                                                                                                                                            
05/18/2019,05/15/2019,Actual,GFL,61,43,52,41                                                                                                                                                            
05/18/2019,05/15/2019,Actual,HPN,66,42,53,41                                                                                                                                                            
05/18/2019,05/15/2019,Actual,IAG,62,39,54,38                                                                                                                                                            
05/18/2019,05/15/2019,Actual,ISP,68,46,54,45                                                                                                                                                            
05/18/2019,05/15/2019,Actual,ITH,65,40,54,40                                                                                                                                                            
05/18/2019,05/15/2019,Actual,JFK,65,45,55,44                                                                                                                                                            
05/18/2019,05/15/2019,Actual,LGA,67,47,54,44                                                                                                                                                            
05/18/2019,05/15/2019,Actual,MSS,59,34,49,34                                                                                                                                                            
05/18/2019,05/15/2019,Actual,MSV,63,39,51,38                                                                                                                                                            
05/18/2019,05/15/2019,Actual,NYC,69,44,55,43                                                                                                                                                            
05/18/2019,05/15/2019,Actual,PLB,59,42,48,40                                                                                                                                                            
05/18/2019,05/15/2019,Actual,POU,67,41,54,40                                                                                                                                                            
05/18/2019,05/15/2019,Actual,ROC,69,40,55,39                                                                                                                                                            
05/18/2019,05/15/2019,Actual,SLK,55,36,45,36                                                                                                                                                            
05/18/2019,05/15/2019,Actual,SWF,66,41,56,41                                                                                                                                                            
05/18/2019,05/15/2019,Actual,SYR,67,40,53,39                                                                                                                                                            
05/18/2019,05/15/2019,Actual,UCA,63,40,53,40                                                                                                                                                            
05/18/2019,05/16/2019,Actual,ALB,69,49,53,46                                                                                                                                                            
05/18/2019,05/16/2019,Actual,ART,58,40,50,40                                                                                                                                                            
05/18/2019,05/16/2019,Actual,BGM,64,45,52,43                                                                                                                                                            
05/18/2019,05/16/2019,Actual,BUF,61,44,53,43                                                                                                                                                            
05/18/2019,05/16/2019,Actual,ELM,70,45,54,44                                                                                                                                                            
05/18/2019,05/16/2019,Actual,ELZ,64,42,51,42                                                                                                                                                            
05/18/2019,05/16/2019,Actual,FOK,66,48,56,47                                                                                                                                                            
05/18/2019,05/16/2019,Actual,FRG,69,52,57,51                                                                                                                                                            
05/18/2019,05/16/2019,Actual,GFL,66,42,53,42                                                                                                                                                            
05/18/2019,05/16/2019,Actual,HPN,69,51,54,49                                                                                                                                                            
05/18/2019,05/16/2019,Actual,IAG,61,39,55,39                                                                                                                                                            
05/18/2019,05/16/2019,Actual,ISP,71,52,57,51                                                                                                                                                            
