Forecast Date,Vintage Date,Vintage,Station ID,Max Temp,Min Temp,Max Wet Bulb,Min Wet Bulb,                                                                                                              
05/12/2019,05/09/2019,Actual,ALB,66,41,51,36                                                                                                                                                            
05/12/2019,05/09/2019,Actual,ART,68,40,56,36                                                                                                                                                            
05/12/2019,05/09/2019,Actual,BGM,58,44,51,38                                                                                                                                                            
05/12/2019,05/09/2019,Actual,BUF,75,48,65,39                                                                                                                                                            
05/12/2019,05/09/2019,Actual,ELM,64,41,57,38                                                                                                                                                            
05/12/2019,05/09/2019,Actual,ELZ,61,44,57,39                                                                                                                                                            
05/12/2019,05/09/2019,Actual,FOK,54,37,47,36                                                                                                                                                            
05/12/2019,05/09/2019,Actual,FRG,55,48,50,44                                                                                                                                                            
05/12/2019,05/09/2019,Actual,GFL,64,37,50,34                                                                                                                                                            
05/12/2019,05/09/2019,Actual,HPN,56,49,49,41                                                                                                                                                            
05/12/2019,05/09/2019,Actual,IAG,76,47,65,39                                                                                                                                                            
05/12/2019,05/09/2019,Actual,ISP,58,48,49,45                                                                                                                                                            
05/12/2019,05/09/2019,Actual,ITH,65,38,57,38                                                                                                                                                            
05/12/2019,05/09/2019,Actual,JFK,56,51,52,47                                                                                                                                                            
05/12/2019,05/09/2019,Actual,LGA,59,52,52,45                                                                                                                                                            
05/12/2019,05/09/2019,Actual,MSS,66,41,52,36                                                                                                                                                            
05/12/2019,05/09/2019,Actual,MSV,56,45,48,37                                                                                                                                                            
05/12/2019,05/09/2019,Actual,NYC,60,53,53,44                                                                                                                                                            
05/12/2019,05/09/2019,Actual,PLB,61,36,49,33                                                                                                                                                            
05/12/2019,05/09/2019,Actual,POU,60,48,49,41                                                                                                                                                            
05/12/2019,05/09/2019,Actual,ROC,74,45,62,38                                                                                                                                                            
05/12/2019,05/09/2019,Actual,SLK,60,24,49,23                                                                                                                                                            
05/12/2019,05/09/2019,Actual,SWF,59,48,50,40                                                                                                                                                            
05/12/2019,05/09/2019,Actual,SYR,69,42,57,38                                                                                                                                                            
05/12/2019,05/09/2019,Actual,UCA,64,44,53,37                                                                                                                                                            
05/12/2019,05/10/2019,Actual,ALB,69,52,64,43                                                                                                                                                            
05/12/2019,05/10/2019,Actual,ART,65,43,63,42                                                                                                                                                            
05/12/2019,05/10/2019,Actual,BGM,70,50,63,46                                                                                                                                                            
